"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","hours/6/3/close","hours/6/3/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Place de la Chapelle 16, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Pizza",,,,,,,,"info@traiteur-picnic.be",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2477240","false","false","50.841187","4.35149","Traiteur Picnic","44","+32 2 503 63 23","$","3533","1075","#986 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d2477240-Reviews-Traiteur_Picnic-Brussels.html","http://www.traiteur-picnic.be"
"Rue du Luxembourg 68, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","Cafe","European","Vegetarian Friendly",,,,,,,"info@toutbon.be","1020","480",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1020","420",,,,,,,"1991421","false","false","50.8393","4.372375","Tout Bon","161","+32 2 230 42 44","$$ - $$$","3533","1090","#1,000 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1991421-Reviews-Tout_Bon-Brussels.html","https://www.facebook.com/pages/Tout-Bon/195679520443811"
"Rue de la Venerie 2, Watermael-Boitsfort, Brussels 1170 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7621659","false","false","50.79798","4.419012","Via Roma","50","+32 2 675 60 75","$$ - $$$","3533","1089","#999 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g947638-d7621659-Reviews-Via_Roma-Watermael_Boitsfort_Brussels.html","http://via-roma.be"
"Avenue de la Toison d'Or 2 Porte de Namur, Brussels 1050 Belgium","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,,,,,,,,,,,"restaurant","American","Steakhouse","Grill","Vegetarian Friendly",,,,,,,"toison@bostonsteakhouse.be","1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,,,"2258173","false","false","50.838223","4.361394","Boston Steak House - Toison d'Or","278","+32 2 512 73 53","$$ - $$$","3533","1086","#996 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d2258173-Reviews-Boston_Steak_House_Toison_d_Or-Brussels.html","http://www.bostonsteakhouse.be/index.php/fr/restaurants/boston-cafe-toison-d-or"
"Joseph Stevensstraat 24, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","European","Vegetarian Friendly","Vegan Options",,,,,,,"sablon@pistolet-original.be","960","600",,,,,"930","600",,,,,"930","600",,,,,"930","600",,,,,"930","600",,,,,"930","600",,,,,"960","600",,,,,,,"5504308","false","false","50.841473","4.352959","Pistolet Original Sablon","264","+32 2 880 80 98","$$ - $$$","3533","1011","#925 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d5504308-Reviews-Pistolet_Original_Sablon-Brussels.html","http://pistolet-original.be/en/location/pistolet-original-brussel"
"2 Place de Londres, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","French","European",,,,,,,,,"info@ikisalads.be",,,,,,,"900","690",,,,,"900","690",,,,,"900","690",,,,,"900","690",,,,,"900","690",,,,,,,,,,,,,"17622695","false","false","50.83772","4.368055","IKI Salads","12","+32 472 57 18 49","$$ - $$$","3533","1085","#995 of 3,627 Restaurants in Brussels","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d17622695-Reviews-IKI_Salads-Brussels.html","http://www.ikisalads.be/"
"Rue Van Artevelde 16 1000, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vietnamese","Chinese",,,,,,,"thingocdiep.vu2020@gmail.com","900","720","1410","1080",,,"900","720","1410","1080",,,"900","720","1410","1080",,,"900","720","1410","1080",,,"900","720","1410","1080",,,"900","720","1410","1080",,,"900","720","1410","1080",,,,,"3491430","false","false","50.84859","4.347217","L Orchidee Rose","64","+32 2 514 62 46","$$ - $$$","3533","1088","#998 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d3491430-Reviews-L_Orchidee_Rose-Brussels.html","http://www.orchideerose.be"
"Boulevard General Jacques 212 100 Places, Ixelles, Brussels 1050 Belgium","Certificate of Excellence 2019","2019","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Bar","European","International","Grill",,,,,,,"quartierlatinxl@gmail.com",,,,,,,"1590","600",,,,,"1590","600",,,,,"1590","600",,,,,"1590","600",,,,,"1590","600",,,,,"1590","960",,,,,,,"6848191","false","false","50.82236","4.388578","Le Quartier Latin","223","+32 2 230 02 10","$$ - $$$","3533","1081","#991 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136493-d6848191-Reviews-Le_Quartier_Latin-Ixelles_Brussels.html","http://www.quartierlatin-xl.be/"
"Chaussee d'Anvers 25 C, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7035011","false","false","50.85902","4.354522","Sawad","38","+32 2 201 34 84","$$ - $$$","3533","1084","#994 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d7035011-Reviews-Sawad-Brussels.html","http://www.sawadrestaurant.be"
"Rue du Page 2, Brussels 1050 Belgium","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","Sicilian","Southern-Italian","Vegetarian Friendly",,,,,,"lapiola1.ixelles@gmail.com",,,,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1080",,,,,"1380","1140",,,,,"1380","1140",,,,,"900","720","1380","1140",,,,,"2308103","false","false","50.82414","4.359565","La Piola","142","+32 2 538 91 29","$$ - $$$","3533","1083","#993 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d2308103-Reviews-La_Piola-Brussels.html","http://www.lapiola.be/"
"Rue Washington 64, Ixelles, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Vegetarian Friendly",,,,,,,,"info@pizzerialaregina.com","1380","1080",,,,,"870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080",,,"1380","1080",,,,,,,"4149648","false","false","50.82402","4.363342","Pizzeria La Regina","43","+32 2 649 30 01","$","3533","1458","#1,350 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136493-d4149648-Reviews-Pizzeria_La_Regina-Ixelles_Brussels.html","http://www.laregina.be/"
"Boulevard du Jardin Botanique 7, Brussels 1000 Belgium","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Turkish","Middle Eastern","Mediterranean","Vegetarian Friendly","Halal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8408788","false","false","50.856033","4.356951","Turkish Grill - Kervansaray","45","+32 2 219 78 58","$$ - $$$","3533","1453","#1,345 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d8408788-Reviews-Turkish_Grill_Kervansaray-Brussels.html","http://turkish-grill-kervansaray.lafourchette.rest/"
"Rue Duquesnoy 34 1000 Bruxelles, Brussels 1000 Belgium","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European",,,,,,,,"santino@resto-paradiso.be",,,,,,,,,,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,,,"1088800","false","false","50.844875","4.35368","Paradiso","94","+32 2 512 52 32","$$ - $$$","3533","1456","#1,348 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1088800-Reviews-Paradiso-Brussels.html","http://www.resto-paradiso.be"
"Chaussee de Haecht 129, Brussels 1030 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Turkish","Vegetarian Friendly","Halal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8001786","false","false","50.85852","4.370204","Lale Pizzeria","66","+32 2 217 47 82","$","3533","1026","#939 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d8001786-Reviews-Lale_Pizzeria-Brussels.html","http://www.lalepizzeria.be/"
"Rue Moris 17A, Brussels 1060 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","European",,,,,,,,,"info@labelladone.com","1440","900",,,,,"1560","1020",,,,,"1560","1020",,,,,"1560","1020",,,,,"1560","1020",,,,,"1560","1020",,,,,"1560","1020",,,,,,,"7186376","false","false","50.82534","4.35348","La Belladone","24","+32 485 83 58 12","$$ - $$$","3533","1455","#1,347 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d7186376-Reviews-La_Belladone-Brussels.html","http://www.facebook.com/La-Belladone-273652049341153/"
"Rue Maurice Lietart 30 Sint-Pieters-Woluwe, Brussels 1150 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","European","Grill",,,,,,,,"fxdl@lannoy.be",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6474398","false","false","50.834126","4.410312","Le Fair Play","40","+32 2 770 87 92","$$ - $$$","3533","1452","#1,344 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d6474398-Reviews-Le_Fair_Play-Brussels.html","http://www.newfairplay.be/"
"Rue General Leman 15, Brussels 1040 Belgium","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Italian","Gluten Free Options","Vegetarian Friendly","Vegan Options",,,,,,,"ilveliero@live.com",,,,,,,"840","720","1290","1110",,,"840","720","1290","1110",,,"840","720","1290","1110",,,"840","720","1290","1110",,,"840","720","1290","1110",,,"1290","1110",,,,,,,"953984","false","false","50.836666","4.3825","Il Veliero","100","+32 2 646 04 56","$$ - $$$","3533","1025","#938 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d953984-Reviews-Il_Veliero-Brussels.html","http://www.facebook.com/ilveliero.be"
"Rue Van Artevelde 19, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai","Asian","Vietnamese","Vegetarian Friendly",,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,,,"694659","false","false","50.848553","4.346944","Da-Kao II","99","+32 2 512 67 16","$","3533","1024","#937 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d694659-Reviews-Da_Kao_II-Brussels.html",
"Rue de la creche 17 Place Fernand Cocq, Ixelles, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","African",,,,,,,,,,"infokicoucou@gmail.com","1380","1110",,,,,,,,,,,"1380","1110",,,,,"1380","1110",,,,,"1380","1110",,,,,"1380","1110",,,,,"1380","1110",,,,,,,"19460399","false","false","50.834206","4.3681","Kicoucou","15","+32 2 850 26 07","$$ - $$$","3533","1028","#941 of 3,627 Restaurants in Brussels","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136493-d19460399-Reviews-Kicoucou-Ixelles_Brussels.html","http://kicoucou.be/"
"Steigerweg 1, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Belgian","Vegetarian Friendly",,,,,,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,,,"1841064","false","false","50.804417","4.380738","Chalet Robinson","567","+32 2 372 92 92","$$ - $$$","3533","1029","#942 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1841064-Reviews-Chalet_Robinson-Brussels.html","http://www.chaletrobinson.be"
"Avenue du Pont de Luttre 127, Forest, Brussels 1190 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7118912","false","false","50.823284","4.323553","Manolito","26","+32 2 344 83 56","$","3533","1027","#940 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g950782-d7118912-Reviews-Manolito-Forest_Brussels.html",
"Rue des Grands Carmes 11, Brussels 1000 Belgium","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly",,,,,,,,,,"1110","600",,,,,,,,,,,"1110","600",,,,,"1110","600",,,,,"1110","600",,,,,"1110","600",,,,,"1110","600",,,,,,,"3927355","false","false","50.845444","4.348442","Peppermint Tea Room","126","+32 2 513 16 18","$$ - $$$","3533","1022","#935 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d3927355-Reviews-Peppermint_Tea_Room-Brussels.html",
"Rue de Rollebeek 2, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10686326","false","false","50.84222","4.352778","2due","24","+32 2 256 24 72","$$ - $$$","3533","1023","#936 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d10686326-Reviews-2due-Brussels.html",
"Rue du Grand Cerf 7, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vietnamese","Vegetarian Friendly",,,,,,,"info@galleryresto-boutique.com",,,,,,,"900","720",,,,,"900","720",,,,,"900","720","1350","1110",,,"900","720","1350","1110",,,"900","720","1380","1110",,,"900","720","1380","1110",,,,,"807856","false","false","50.83674","4.35544","Gallery Resto-Boutique","62","+32 2 511 80 35","$$ - $$$","3533","1021","#934 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d807856-Reviews-Gallery_Resto_Boutique-Brussels.html","http://www.galleryresto-boutique.com"
"Boulevard de l'Imperatrice 3, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","Brew Pub","International","Healthy","Bar","European","Pub",,,,"info@caulier.be",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12142487","false","false","50.84515","4.35546","Brasserie 28","40","+32 475 89 75 57","$$ - $$$","3533","1454","#1,346 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d12142487-Reviews-Brasserie_28-Brussels.html","http://www.caulier.be"
"Rue Bollinckx 1 Quai d'Aa 1, Brussels 1070 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,"newmaranello@proximus.be",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3479049","false","false","50.82162","4.30388","New Maranello","41","+32 2 523 91 00","$$ - $$$","3533","1451","#1,343 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d3479049-Reviews-New_Maranello-Brussels.html","http://www.newmaranello.com/"
"Rue Duquesnoy 12, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9853688","false","false","50.84507","4.3547","Le Petit Philou","14","+32 475 73 61 87","","3533","1460","#1,352 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d9853688-Reviews-Le_Petit_Philou-Brussels.html",
"Boulevard du Jardin Botanique 7, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Turkish",,,,,,,,,"Loqqumbrussels@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19933064","false","false","50.85547","4.356647","Loqqum","8","+32 2 675 55 51","$$ - $$$","3533","1459","#1,351 of 3,627 Restaurants in Brussels","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d19933064-Reviews-Loqqum-Brussels.html","http://Loqqum.be"
"Avenue Louise 91, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","French","European",,,,,,,,,"ninety-one@thonhotels.be","1320","1140",,,,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"1320","1140",,,,,,,"7343006","false","false","50.83149","4.35893","91-restaurant","41","+32 2 543 33 65","$$ - $$$","3533","1030","#943 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d7343006-Reviews-91_restaurant-Brussels.html","http://www.thonhotels.com/our-hotels/belgium/brussels/thon-hotel-bristol-stephanie/91-restaurant/"
"Rue de l'Epee 22, Brussels 1000 Belgium","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Belgian","European","Vegetarian Friendly",,,,,,,,"contact@croqueenville.be",,,,,,,"1439","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8531414","false","false","50.838066","4.350818","Le Croque en Ville","54","+32 473 62 69 37","$","3533","1087","#997 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d8531414-Reviews-Le_Croque_en_Ville-Brussels.html","http://www.croqueenville.be/"
"Anspachlaan 110, Brussels 1000 Belgium","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Belgian","European","Vegetarian Friendly","Vegan Options",,,,,,,"resto@abconcerts.be",,,,,,,"870","720","1260","1050",,,"870","720","1260","1050",,,"870","720","1260","1050",,,"870","720","1260","1050",,,"870","720","1260","1050",,,"1260","1020",,,,,,,"7346724","false","false","50.847393","4.349379","AB Cafe & Resto","71","+32 2 548 24 84","$$ - $$$","3533","1038","#951 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d7346724-Reviews-AB_Cafe_Resto-Brussels.html","https://www.facebook.com/AncienneBelgiqueAB/"
"Rue Royale 250 Koningsstraat, Brussels 1210 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Healthy",,,,,,,,,"smoods@hotelbloom.com",,,,,,,"2160","1140",,,,,"2160","1140",,,,,"2160","1140",,,,,"2160","1140",,,,,"2160","1140",,,,,"2160","1110",,,,,,,"1158293","false","false","50.85533","4.366732","Smoods","163","+32 2 220 66 66","$$ - $$$","3533","1457","#1,349 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1158293-Reviews-Smoods-Brussels.html",
"Chaussee d'Alsemberg 168 Vicino bar de matin, Forest, Brussels 1190 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,"Stefaniastefaniacosta@gmail.com",,,,,,,"1439","0",,,,,"1335","720",,,,,"1335","720",,,,,"1335","720",,,,,"1395","720",,,,,"1395","1110",,,,,,,"15348557","false","false","50.821724","4.342249","Fresca","17","+32 2 437 34 19","$$ - $$$","3533","1037","#950 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g950782-d15348557-Reviews-Fresca-Forest_Brussels.html","http://mobile.facebook.com/frescartedellapasta/"
"Chaussee d'Ixelles 183, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7600110","false","false","50.83252","4.36658","De Haus","32",,"$$ - $$$","3533","1035","#948 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d7600110-Reviews-De_Haus-Brussels.html","http://www.dehaus.be/bar"
"Rue du Fromage, Brussels Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,"930","600",,,,,"930","600",,,,,"930","600",,,,,"1080","600",,,,,"930","600",,,,,,,"4231992","false","false","50.8456","4.353478","Casa Nostra","103","+32 2 502 41 02","$$ - $$$","3533","1033","#946 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d4231992-Reviews-Casa_Nostra-Brussels.html",
"Rue des Fripiers 25, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Belgian","Fast Food","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3685986","false","false","50.848873","4.35234","Snack Fripiers","55","+32 2 219 67 36","$","3533","1040","#953 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d3685986-Reviews-Snack_Fripiers-Brussels.html",
"Boulevard du Souverain 274, Auderghem, Brussels 1160 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Belgian","Bar","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1755768","false","false","50.816635","4.426075","Le Villance","155","+32 2 660 11 11","$$ - $$$","3533","1031","#944 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1068497-d1755768-Reviews-Le_Villance-Auderghem_Brussels.html","http://www.levillance.be"
