"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Ulica Stradomska 13, Krakow 31-068 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","Cafe","European","Healthy",,,,,,,,"sweetsandsalads@onet.pl","1020","600",,,"1080","540",,,"1080","540",,,"1080","540",,,"1080","540",,,"1080","540",,,"1080","540",,,"12499101","false","false","50.05309","19.93995","Sweets & Salads","14","+48 508 312 694","$","1750","716","#62 of 103 Dessert in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12499101-Reviews-Sweets_Salads-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/sweetsandsalads/"
"ul. Rynek Glowny 13, Krakow 31-042 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","International","European","Wine Bar","Vegetarian Friendly",,,,,,,,,"1320","660",,,"1350","660",,,"1350","660",,,"1350","660",,,"1350","660",,,"1350","660",,,"1350","660",,,"3450727","false","false","50.06022","19.938168","L concept : Bar & Restaurant 13","50","+48 12 617 02 12","$$ - $$$","1750","712","#556 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d3450727-Reviews-L_concept_Bar_Restaurant_13-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/lconcept13/"
"ul.Pawia 3, Krakow 31-154 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","American","European","Asian",,,,,,,,"info@mavericksrestaurant.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14157063","false","false","50.065517","19.945656","Mavericks Cracow","55","+48 12 660 05 00","$$ - $$$","1750","717","#559 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d14157063-Reviews-Mavericks_Cracow-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://r.myrest.io/maverou"
"sw. Wawrzynca 16, Krakow 31-060 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"kontakt@chimneycakebakery.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10818472","false","false","50.05029","19.94846","Chimney Cake Bakery","24","+48 731 128 423","$","1750","729","#16 of 29 Bakeries in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d10818472-Reviews-Chimney_Cake_Bakery-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://chimneycakebakery.pl"
"ul. Ksiecia Jozefa 120, Krakow 30-250 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"info@srebrnagora.net",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"753359","false","false","50.043835","19.847317","Restauracja Srebrna Gora","27","+48 12 429 71 23","$$ - $$$","1750","722","#563 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d753359-Reviews-Restauracja_Srebrna_Gora-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.srebrnagora.net"
"ul. Bracka 14 Kracow, Krakow 31-005 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,"ksiegarnia@derevolutionibus.com.pl","1140","600",,,"1260","510",,,"1260","510",,,"1260","510",,,"1260","510",,,"1260","510",,,"1140","600",,,"8570825","false","false","50.05957","19.936502","De Revolutionibus","19","+48 530 769 530","$$ - $$$","1750","727","#568 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d8570825-Reviews-De_Revolutionibus-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://derevolutionibus.com.pl/"
"ul. Slawkowska 5/7 Skrzyżowanie ulic Sławkowskiej i Św. Tomasza, Krakow 31-014 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,"hotel@grand.pl","1380","420",,,"1380","420",,,"1380","420",,,"1380","420",,,"1380","420",,,"1380","420",,,"1380","420",,,"15294359","false","false","50.063614","19.937733","Grand Signature Restaurant","16","+48 12 424 08 00","$$ - $$$","1750","723","#564 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d15294359-Reviews-Grand_Signature_Restaurant-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.grand.pl/pl/grand-resto"
"Jozefa Dietla 1, Krakow 31-070 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Brew Pub","Pub","Bar",,,,,,,,,"teatimebrewpub@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12598695","false","false","50.05","19.93639","TEA Time Brewpub","14","+48 517 601 503","","1750","728","#72 of 139 Coffee & Tea in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12598695-Reviews-TEA_Time_Brewpub-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/teatimebrewpub/"
"Karmelicka 43A, Krakow 31-128 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","American","Polish","Pizza","European","Pub",,,,,,"piwiarnia.krakow@gmail.com","1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"18190894","false","false","50.067703","19.928413","Piwiarnia","14","+48 508 318 115","$$ - $$$","1750","725","#566 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d18190894-Reviews-Piwiarnia-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://piwiarniawarki.pl/"
"Czysta 3/2, Krakow 31-121 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"pijwidelcem@gmail.com","1440","720",,,"1440","720",,,"1440","720",,,"1440","720",,,"1440","720",,,"1560","720",,,"1560","720",,,"12946942","false","false","50.06389","19.92711","Kufle i Widelce Craft Beer & Food","29","+48 535 799 666","$$ - $$$","1750","730","#569 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12946942-Reviews-Kufle_i_Widelce_Craft_Beer_Food-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.kufleiwidelce.pl"
"ul. Miodowa 22, Krakow 31-055 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10251737","false","false","50.052723","19.944233","La Habana","50","+48 733 063 303","$$ - $$$","1750","721","#562 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d10251737-Reviews-La_Habana-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"ul. Krolowej Jadwigi 248, Krakow 30-218 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly","Gluten Free Options",,,,,,,,"1320","600",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1440","480",,,"1440","540",,,"5964644","false","false","50.065758","19.875616","Portobello","217","+48 506 951 770","$$ - $$$","1750","724","#565 of 1,760 Restaurants in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d5964644-Reviews-Portobello-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://portobellokrakow.pl/kontakt/"
"ul. Konopczynskiego 14/LU3, Krakow 30-387 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian",,,,,,,,,,"indiancurry.pl@gmail.com","1200","720",,,,,,,"1200","720",,,"1200","720",,,"1200","720",,,"1260","720",,,"1260","720",,,"8834824","false","false","50.00807","19.86215","Indian Curry","28","+48 530 645 222","$$ - $$$","1750","726","#567 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d8834824-Reviews-Indian_Curry-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.indiancurry.pl"
"Mikolajska 20 Hotel Amadeus, Krakow 31-027 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European","Apulian","Southern-Italian",,,,,,,,"biuro@restauracjaamadeus.com.pl","1290","720",,,"1290","720",,,"1290","720",,,"1290","720",,,"1290","720",,,"1290","720",,,"1290","720",,,"20198623","false","false","50.061527","19.9422","ZAIDE","11","+48 515 534 377","$$$$","1750","739","#576 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20198623-Reviews-ZAIDE-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/restauracjazaide/"
"Rynek Podgorski 4, Krakow 30-518 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Polish","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14049376","false","false","50.04386","19.94993","Lu-kier cafe","18","+48 695 205 081","$","1750","734","#64 of 103 Dessert in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d14049376-Reviews-Lu_kier_cafe-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/Lu-kier-cafe-315913158817493/"
"Bytomska 23, Krakow 30-075 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Georgian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13378499","false","false","50.07603","19.91843","GMT - Georgian Wine & Art Gallery","16","+48 575 230 023","$$ - $$$","1750","733","#572 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d13378499-Reviews-GMT_Georgian_Wine_Art_Gallery-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/GMT-Georgian-WineArt-Gallery-364359730655379/"
"Warszawska 14, Krakow 30-001 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","International","Cafe",,,,,,,,,,,"1080","480",,,"1140","450",,,"1140","450","1380","1200","1140","450","1380","1200","1140","450",,,"1140","450",,,"1080","480",,,"14796454","false","false","50.069798","19.943703","PUNKT coffee & food","16","+48 578 060 547","$","1750","736","#74 of 139 Coffee & Tea in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d14796454-Reviews-PUNKT_coffee_food-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/PUNKTcoffeeeat/"
"Sandomierska 6 Old Town, Krakow Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Polish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1123773","false","false","50.051983","19.93149","Poleski","35","+48 12 260 54 05","$$ - $$$","1750","737","#574 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d1123773-Reviews-Poleski-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"Romanowicza 4, Krakow 30-702 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Polish","Cafe","European","Contemporary",,,,,,,"kontakt@kawa.pl","1140","420",,,"1140","420",,,"1140","420",,,"1140","420",,,"1140","420",,,"1140","420",,,"1140","420",,,"21225699","false","false","50.04799","19.964123","kawa - Romanowicza","10","+48 12 881 32 00","$$ - $$$","1750","735","#573 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21225699-Reviews-Kawa_Romanowicza-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/kawa.romanowicza"
"ul. Raciborska 17, Krakow 30-384 Poland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Italian","Vegetarian Friendly",,,,,,,,"restauracja@trattoriarialto.pl","1320","720",,,"1290","720",,,"1290","720",,,"1290","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"3897608","false","false","50.02111","19.902512","Trattoria Rialto","79","+48 12 267 02 59","$$ - $$$","1750","732","#571 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d3897608-Reviews-Trattoria_Rialto-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://trattoriarialto.pl/"
"Plac Nowy, 3, Krakow 31-000 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Barbecue",,,,,,,,,,,"bar@hahagrill.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6925519","false","false","50.051476","19.944883","Grill na Kazimierzu w Krakowie","14","+48 509 205 749","$","1750","740","#577 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d6925519-Reviews-Grill_na_Kazimierzu_w_Krakowie-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/HaHaGrillBarKrakow/"
"Dietla 15, Krakow 31-070 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy","Italian","Polish","Mediterranean","European",,,,,,,"zielonakuchniapl@gmail.com","1320","720",,,"1320","840",,,"1320","840",,,"1320","840",,,"1320","840",,,"1320","840",,,"1320","720",,,"19415280","false","false","50.05035","19.93879","Cocina Verde","13","+48 690 495 069","$","1750","731","#570 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19415280-Reviews-Cocina_Verde-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/cocinaverdepl/"
"ul. Aleksandra Lubomirskiego 41, Krakow 31-509 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly","Vegan Options",,,,,,,,"1320","660",,,"1290","660",,,"1290","660",,,"1290","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"4080393","false","false","50.067013","19.955667","Ciao Ragazzi","55","+48 12 432 01 01","$$ - $$$","1750","738","#575 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d4080393-Reviews-Ciao_Ragazzi-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/ciaoragazzikrakow/"
"Os. Kalinowe 4, Krakow 31-812 Poland","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Italian","European",,,,,,,,,,"biuro@grandepiadina.pl","1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"11978232","false","false","50.089455","20.0151","Trattoria Grande Piadina","50","+48 533 139 034","$","1750","742","#579 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d11978232-Reviews-Trattoria_Grande_Piadina-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/pg/TrattoriaGP/about/?ref=page_internal"
"ul. Kobierzynska 142, Krakow 30-382 Poland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Grill",,,,,,,,"kontakt@restauracjatesone.pl","1320","720",,,"1380","600",,,"1380","600",,,"1380","600",,,"1380","600",,,"1380","600",,,"1380","720",,,"8373446","false","false","50.019173","19.906748","Restaurant Tesone","69","+48 530 530 533","$$ - $$$","1750","743","#580 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d8373446-Reviews-Restaurant_Tesone-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://restauracjatesone.pl/"
"Pawia 5, Krakow 31-154 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","International","Vegetarian Friendly",,,,,,,,,"178.krakow@sphinx.pl","1260","600",,,"1320","540",,,"1320","540",,,"1320","540",,,"1320","540",,,"1320","540",,,"1320","540",,,"10252868","false","false","50.067223","19.945557","Sphinx - Galeria Krakowska","145","+48 725 100 512","$$ - $$$","1750","747","#583 of 1,760 Restaurants in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d10252868-Reviews-Sphinx_Galeria_Krakowska-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.sphinx.pl/"
"OS. OSwiecenia 27A, Krakow 31-636 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,"cheesepizza@firma.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13274922","false","false","50.086487","20.020992","Cheese Pizza","12","+48 690 222 422","$","1750","748","#584 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d13274922-Reviews-Cheese_Pizza-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/cheesepizzakrakow/"
"Kanonicza 11, Krakow 31-002 Poland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Polish","Cafe","European",,,,,,,,,"kawiarniabonami@gmail.com","1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"15234336","false","false","50.056717","19.937458","Bon Ami - Cafe & Bistro","27","+48 608 514 707","$$ - $$$","1750","746","#582 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d15234336-Reviews-Bon_Ami_Cafe_Bistro-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/bonamikrakow/"
"ul. Florianska 26, Krakow 31-021 Poland","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean",,,,,,,,,,,"aubergine.krakow@gmail.com","1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"6949162","false","false","50.063557","19.940275","Aubergine Restaurant","63","+48 509 542 801","$$ - $$$","1750","750","#586 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d6949162-Reviews-Aubergine_Restaurant-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://aubergine.pl/homepage/"
"ul. Grodzka 13, Krakow Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"968857","false","false","50.05953","19.93756","lodziarnia","30",,"$","1750","744","#65 of 103 Dessert in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d968857-Reviews-Lodziarnia-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.lodziarnia.com"
"Rynek Podgorski 11/LU1, Krakow 30-518 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","Bar","European","Dining bars",,,,,,,,"prostozmostukrakow@gmail.com","1200","720",,,"1200","720",,,"1200","720",,,"1200","720",,,"1200","720",,,"1200","720",,,"1200","720",,,"20982000","false","false","50.044563","19.94824","Prosto z Mostu Kuchnia Polska","11","+48 573 337 798","$$ - $$$","1750","745","#581 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20982000-Reviews-Prosto_z_Mostu_Kuchnia_Polska-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/prostozmostu.krakow/"
"Grodzka 6, Krakow 31-001 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","Cafe","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10810513","false","false","50.05986","19.93784","Rest-Krak Gastrox","34",,"$","1750","741","#578 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d10810513-Reviews-Rest_Krak_Gastrox-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"24 Krupnicza, Krakow 31-123 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","American","Indian","Polish","European",,,,,,,"mural.krakow@gmail.com","1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1440","720",,,"1440","720",,,"1440","720",,,"18337845","false","false","50.063313","19.928442","Mural","11","+48606352472","$$ - $$$","1750","749","#585 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d18337845-Reviews-Mural-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/muralfood"
"ul.Dietla, Krakow 31-039 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"ksg.manager@gmail.com","900","540",,,"1080","480",,,"1080","480",,,"1080","480",,,"1080","480",,,"1080","480",,,"900","540",,,"9782889","false","false","49.97864","19.95365","Bary Krakow","3","+48 694 787 907","$","1750","1407","#1,168 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d9782889-Reviews-Bary_Krakow-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.barykrakow.pl"
"Lubostron 22G/LU5, Krakow 30-383 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European",,,,,,,,,"krakow.lubostron@fabrykapizzy.pl","1320","690",,,"1320","690",,,"1320","690",,,"1320","690",,,"1320","690",,,"1320","690",,,"1320","690",,,"17578242","false","false","50.01784","19.8949","Fabryka Pizzy","4","+48 881 707 995","$","1750","1402","#1,163 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d17578242-Reviews-Fabryka_Pizzy-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://fabrykapizzy.pl/lubostron"
"Ciemna 4, Krakow 31-053 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,"farsztat@gmail.com","1140","720",,,"1140","720",,,"1140","720",,,"1140","720",,,"1140","720",,,"1140","720",,,"1140","720",,,"23098966","false","false","50.051544","19.9471","Farsztat","1","+48 662 434 053","$","1750","1409","#1,170 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d23098966-Reviews-Farsztat-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/farsztat"
"ul. Medweckiego 2, Krakow Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"czyzyny@olimprest.pl","1200","600",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"12188812","false","false","50.07697","20.017193","Olimp Czyzyny","3",,"$","1750","1404","#1,165 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12188812-Reviews-Olimp_Czyzyny-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://olimprest.pl/nasze-restauracje/"
