"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Orlof 7 Koukaki area, Athens 11741 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,"info@delio.gr",,,,,,,,,,,,,,,,,,,,,,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"20791964","false","false","37.96383","23.721333","Delio Food Hub Delicatesseria","5","+30 21 0922 3988","$$ - $$$","2681","1476","#1,232 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d20791964-Reviews-Delio_Food_Hub_Delicatesseria-Athens_Attica.html","http://www.delio.gr"
"7 Voulgari Agisilaou 1, Athens 104 37 Greece","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Pakistani","Bangladeshi","Vegetarian Friendly","Vegan Options","Halal",,,,,"dakua_athens@hotmail.com","1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"8571934","false","false","37.98311","23.724379","Royal Curry House","70","+30 21 5535 9222","$","2681","1153","#964 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d8571934-Reviews-Royal_Curry_House-Athens_Attica.html","http://indianrestaurantathens.gr/"
"60 Agias Zonis, Athens 113 64 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","Barbecue","Greek","Mediterranean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7134619","false","false","38.00541","23.73806","Meraklides","46","+30 21 0862 8425","$","2681","1152","#963 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d7134619-Reviews-Meraklides-Athens_Attica.html","http://meraklhdes.gr/index.htm"
"Nikolaou Plastira & Pindou, Athens Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Seafood","Greek","Mediterranean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1407553","false","false","38.01119","23.7379","Smaragda","29","+30 21 0805 6379","$$ - $$$","2681","1158","#967 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d1407553-Reviews-Smaragda-Athens_Attica.html","http://www.smaragda.info/"
"Lepeniotou 1 Navarchou Apostoli, Athens 105 55 Greece","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Seafood","Mediterranean","Greek","Vegetarian Friendly",,,,,,,,"info@voliotiko-tsipouradiko.gr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6547862","false","false","37.97828","23.723475","Voliotiko Tsipouradiko","255","+30 21 0322 3691","$$ - $$$","2681","1472","#1,229 of 2,546 Restaurants in Athens","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d6547862-Reviews-Voliotiko_Tsipouradiko-Athens_Attica.html","https://www.facebook.com/%CE%92%CE%BF%CE%BB%CE%B9%CF%8E%CF%84%CE%B9%CE%BA%CE%BF-%CE%A4%CF%83%CE%B9%CF%80%CE%BF%CF%85%CF%81%CE%AC%CE%B4%CE%B9%CE%BA%CE%BF-%CE%A8%CF%85%CF%81%CF%81%CE%AE-191754980964431/?ref=page_internal"
"Evmolpidon 33 Gazi, Athens 11854 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","Wine Bar","Middle Eastern","Arabic",,,,,,,"hookaholic@mail.com","1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"10377062","false","false","37.979725","23.712036","Anatolian Lounge - Hookaholic","35","+30 21 0346 4222","$$ - $$$","2681","1475","#1,231 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10377062-Reviews-Anatolian_Lounge_Hookaholic-Athens_Attica.html","http://www.facebook.com/anatolianlounge/"
"146, Charilaou Trikoupi and Strophiliou Str Nea Erythrea, Athens 146 71 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4049104","false","false","37.98711","23.74132","Mucca Cafe","42","+30 21 0800 1614","$$ - $$$","2681","1155","#97 of 160 Dessert in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d4049104-Reviews-Mucca_Cafe-Athens_Attica.html","http://www.facebook.com/MuccaGelateriaCafe/"
"Dimitrakopoulou 7, Athens 11742 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek",,,,,,,,,,"papalabrako@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10390233","false","false","37.96678","23.72827","Acropaul's","14","+30 21 3040 9214","$$ - $$$","2681","1159","#968 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10390233-Reviews-Acropaul_s-Athens_Attica.html","http://www.facebook.com/acropauls"
"Megalou Alexandrou 102, Athens 10435 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,"stekipinoklis@gmail.com","1620","780",,,,,,,,,,,"1560","1020",,,,,"1560","1020",,,,,"1560","1020",,,,,"1620","780",,,,,"1620","780",,,,,"12499030","false","false","37.98214","23.7152","Steki Pinoklis","19","+30 21 0577 7355","$$ - $$$","2681","1474","#1,230 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d12499030-Reviews-Steki_Pinoklis-Athens_Attica.html","http://www.facebook.com/pinoklis/"
"Themistokleous 42, Athens 10678 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Cafe",,,,,,,,,,"icakeyou@hotmail.com","1140","660",,,,,,,,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"13437783","false","false","37.985012","23.73229","I Cake You","31","+30 21 1409 1999","$","2681","1478","#121 of 160 Dessert in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13437783-Reviews-I_Cake_You-Athens_Attica.html","https://www.facebook.com/icakeyougr/"
"Astydamantos 15, Athens 11634 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Deli",,,,,,,,,,,,"735","540",,,,,"735","540",,,,,"735","540",,,,,"735","540",,,,,"735","540",,,,,"735","540",,,,,"735","540",,,,,"14283023","false","false","37.96847","23.74853","Eklekti","7","+30 21 0724 3193","$","2681","1473","#120 of 160 Dessert in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d14283023-Reviews-Eklekti-Athens_Attica.html","https://www.facebook.com/eklekti.pastry/"
"37 Skoufa Kolonaki, Athens 106 73 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8838195","false","false","37.979298","23.738874","Loukoumelo","9","+30 21 1012 5330","$$ - $$$","2681","1471","#1,228 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d8838195-Reviews-Loukoumelo-Athens_Attica.html","http://www.facebook.com/loukoumelo/"
"1 Platia Ethnikis Adistasseos Melissia, Athens 151 27 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2573198","false","false","38.064976","23.841867","Magginas","38","+30 21 0804 6143","$$ - $$$","2681","1165","#974 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d2573198-Reviews-Magginas-Athens_Attica.html","http://www.manginas.com.gr/index.php/el"
"Markora 25, Athens 11141 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek","Steakhouse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14204273","false","false","38.01701","23.74095","Vasiliki","32","+30 21 0211 6008","$","2681","1161","#970 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d14204273-Reviews-Vasiliki-Athens_Attica.html","https://www.facebook.com/vasilikisouvlaki/"
"Kaningos 6, Athens 10677 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Barbecue","Turkish","Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10457601","false","false","37.98479","23.7306","Keftepolis","11","+30 21 0330 0200","$","2681","1166","#975 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10457601-Reviews-Keftepolis-Athens_Attica.html","http://www.keftepolis.gr"
"Kratinou 7, Athens 105 51 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"14081861","false","false","37.98155","23.727682","Different Square","10","+30 21 0323 0886","$$ - $$$","2681","1477","#1,233 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d14081861-Reviews-Different_Square-Athens_Attica.html","https://www.facebook.com/differentsquarekotzia/"
"45-47, Voulis Street Syntagma Plaka, Athens 10558 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Diner","Wine Bar","Vegetarian Friendly","Gluten Free Options",,,,,,,,,"1560","1080",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1620","600",,,,,"1620","600",,,,,"2663749","false","false","37.97403","23.732138","Oinoscent","328","+30 21 0322 9374","$$ - $$$","2681","1168","#977 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d2663749-Reviews-Oinoscent-Athens_Attica.html","http://www.oinoscent.com/"
"28 Rizari, Athens 116 35 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8180244","false","false","37.97181","23.747179","To Hatiri","12","+30 21 0723 2333","$","2681","1163","#972 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d8180244-Reviews-To_Hatiri-Athens_Attica.html","http://www.toxatiri.gr"
"Plateia Agion Asomaton St., Athens 10553 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek",,,,,,,,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1680","600",,,,,"1680","600",,,,,"10533530","false","false","37.977444","23.721075","Id 24.7.365","17","+30 21 0324 7365","$$ - $$$","2681","1169","#978 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10533530-Reviews-Id_24_7_365-Athens_Attica.html","http://www.facebook.com/id247365/"
"Patision 341, Athens 11141 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12419687","false","false","38.02163","23.735819","Epi Tis Patision","14","+30 21 0228 1881","$","2681","1482","#1,237 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d12419687-Reviews-Epi_Tis_Patision-Athens_Attica.html","https://www.facebook.com/EpiTisPatision/"
"Skouze 3 Plateia Agias Eirinis, Athens 106 81 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,"playhouseathens@playhouse.gr","1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"6878551","false","false","37.97739","23.72869","Playhouse","17","+30 21 0382 1200","$$ - $$$","2681","1164","#973 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d6878551-Reviews-Playhouse-Athens_Attica.html","https://www.facebook.com/Playhouseathens/"
"Loukaniou 13, Athens 106 75 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","Pizza","Cafe",,,,,,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"4601467","false","false","37.976967","23.743813","Poco a Poco","14","+30 21 0722 2844","$$ - $$$","2681","1481","#1,236 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d4601467-Reviews-Poco_a_Poco-Athens_Attica.html","http://www.facebook.com/pages/Poco-A-Poco/185679544811452"
"Acharnon Avenue 309 & Str. Kallari Kato Patisia, Athens Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"3709083","false","false","38.01257","23.72855","La Pasteria","36","+30 21 0223 6295","$$ - $$$","2681","1483","#1,238 of 2,546 Restaurants in Athens","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d3709083-Reviews-La_Pasteria-Athens_Attica.html","http://www.lapasteria.gr"
"203 Acharnon Katw pattisia, Athens 104 46 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse",,,,,,,,,,,"Aggelosou@gmail.com","720","0",,,,,"720","0",,,,,"720","0",,,,,"720","0",,,,,"720","0",,,,,"720","0",,,,,"720","0",,,,,"10394129","false","false","38.005665","23.726774","Thessaliko Grill","7","+30 21 0867 3283","$","2681","1480","#1,235 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10394129-Reviews-Thessaliko_Grill-Athens_Attica.html",
"Troon 49, Athens 11851 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Latin",,,,,,,,,,"paribaba.bar@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17451397","false","false","37.96927","23.712934","Paribaba","15","+30 21 0300 2805","$","2681","1167","#976 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d17451397-Reviews-Paribaba-Athens_Attica.html","https://www.facebook.com/paribaba.bar/"
"Alkamenous 26, Athens Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2414276","false","false","37.99236","23.72447","Ge","14","+30 21 0882 3102","$","2681","1162","#971 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d2414276-Reviews-Ge-Athens_Attica.html",
"Feidiou 11, Athens Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","German",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12395777","false","false","37.98336","23.73139","Petra's Gourmet on the Road","7","+30 21 0330 0565","","2681","1485","#1,240 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d12395777-Reviews-Petra_s_Gourmet_on_the_Road-Athens_Attica.html","https://www.facebook.com/petrasgourmet/"
"Sekeri Street 5 Kolonaki, Athens 106 71 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Vegetarian Friendly",,,,,,,,,,,,,,,,"1380","420",,,,,"1380","420",,,,,"1380","420",,,,,"1395","435",,,,,"1425","435",,,,,"1320","480",,,,,"7910159","false","false","37.976906","23.739288","Alfiere Caffe","37","+30 21 0360 9795","$$ - $$$","2681","1479","#1,234 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d7910159-Reviews-Alfiere_Caffe-Athens_Attica.html","http://www.alfiere.gr"
"Iperionos 1 Dimofontos, Athens 11851 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Brew Pub","Bar","Cafe","Greek","Deli",,,,,,,"kyriosxou@gmail.com","1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"13216435","false","false","37.970528","23.71255","Kirios Who","40","+30 21 0342 3972","$","2681","1488","#1,243 of 2,546 Restaurants in Athens","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13216435-Reviews-Kirios_Who-Athens_Attica.html","https://www.facebook.com/kyriosxou/"
"Ekfantidoy 46 Kouproy 2, Athens 16232 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Fast Food","Greek",,,,,,,,,"nikos.manios@hotmail.gr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10092899","false","false","37.9641","23.750986","Papagalos Cafe","19","+30 21 0766 0816","$","2681","1487","#1,242 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10092899-Reviews-Papagalos_Cafe-Athens_Attica.html",
"1 Davaki Str. & 28is Oktovriou Str. Psychiko, Athens Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek","European",,,,,,,,,"info@geonasrestaurant.gr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2371452","false","false","37.98585","23.72989","Geonas Restaurant","20","+30 21 0675 5571","$$ - $$$","2681","1486","#1,241 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d2371452-Reviews-Geonas_Restaurant-Athens_Attica.html","http://www.geonasrestaurant.gr/"
"Nikis 33 Navarchou Nikodimou 3, Athens 10557 Greece","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Wine Bar","Mediterranean","Greek","Vegetarian Friendly",,,,,,,,"evita@mancode.gr",,,,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"13137487","false","false","37.973473","23.733046","333 & Chef's Workshop","31","+30 21 0331 1436","$$ - $$$","2681","1160","#969 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13137487-Reviews-333_Chef_s_Workshop-Athens_Attica.html","https://www.facebook.com/333-Restaurant-Chefs-Workshop-280133179140425/"
"Solonos 62 & Sina, Athens 10672 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10066801","false","false","37.98078","23.73661","Athens Bakery","19","+30 21 0361 0450","$","2681","1108","#24 of 57 Bakeries in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10066801-Reviews-Athens_Bakery-Athens_Attica.html",
"Georgiou Lyra 41, Athens 15235 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek",,,,,,,,,,"kalosorisma@entelia.gr","1080","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1478367","false","false","37.99747","23.73516","To kalosorisma tou Antoni","68","+30 21 0801 7869","$$ - $$$","2681","1101","#919 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d1478367-Reviews-To_kalosorisma_tou_Antoni-Athens_Attica.html","http://ταβερνα-καλωσορισμα.gr"
"Irakleidon 21 Thiseio, Athens 11851 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13355222","false","false","37.976006","23.714632","Mikra Asia","18","+30 21 1184 7609","$","2681","1106","#924 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13355222-Reviews-Mikra_Asia-Athens_Attica.html","https://www.facebook.com/mikraasiathisio/"
"Dorieon 8 Ano Petralona, Athens 118 52 Greece","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek","Vegetarian Friendly",,,,,,,,,,"1200","720",,,,,,,,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"804989","false","false","37.968063","23.709934","O Santorinios","105","+30 21 0345 1629","$","2681","1109","#926 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d804989-Reviews-O_Santorinios-Athens_Attica.html",
"Kapnikareas 35, Athens 10556 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","Cafe","Greek","Diner","Mediterranean","Vegetarian Friendly","Gluten Free Options",,,,,"info@terina.gr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13288399","false","false","37.97505","23.727707","Kitro","78","+30 21 0321 5015","$$ - $$$","2681","1102","#920 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13288399-Reviews-Kitro-Athens_Attica.html","https://www.facebook.com/KitroCafeRestaurantBar/"
"Falirou 53, Athens 11741 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Brew Pub","Bar","International","Mediterranean","Pub",,,,,,"ompampas@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11739459","false","false","37.96496","23.72634","Babas Cafe Bar","34","+30 21 5550 5565","$$ - $$$","2681","1100","#918 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d11739459-Reviews-Babas_Cafe_Bar-Athens_Attica.html",
"44 Mavromichali, Athens 106 80 Greece","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek","Cafe","Diner","Wine Bar","Vegan Options","Vegetarian Friendly",,,,,"sousourada.exarheia@gmail.com","1440","600",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"10798862","false","false","37.98405","23.736883","Sousourada","52","+30 21 0364 7936","$$ - $$$","2681","1103","#921 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10798862-Reviews-Sousourada-Athens_Attica.html","https://www.facebook.com/sousourada44/"
"Filikis Eterias Square 18 Kolonaki, Athens Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Greek","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3709136","false","false","37.976604","23.740957","Vivliothiki","31","+30 21 0363 7897","$$ - $$$","2681","1171","#980 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d3709136-Reviews-Vivliothiki-Athens_Attica.html",
"Evrou 49, Athens 11527 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13954708","false","false","37.983353","23.76052","Alley Cafe & Bar","12","+30 21 0770 0171","$","2681","1172","#100 of 248 Coffee & Tea in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13954708-Reviews-Alley_Cafe_Bar-Athens_Attica.html","https://www.facebook.com/alleycafeandbar/"
"Psaron 40 Lykourgou, Athens 135 61 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Moroccan","Arabic","Cafe","Barbecue","Greek",,,,,,,"fatiterza@gmail.com","1425","600",,,,,,,,,,,"1425","660",,,,,"1425","660",,,,,"1425","660",,,,,"1425","660",,,,,"1425","600",,,,,"7726144","false","false","38.022106","23.719496","Fatima's  .","25","+30 699 846 6951","$","2681","1107","#925 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d7726144-Reviews-Fatima_s-Athens_Attica.html","http://www.facebook.com/Rfatimas/"
