"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Schaftlarnstrasse 166, 81371 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Pizza",,,,,,,,,,,"info@rosa-dei-venti.de","1380","690",,,"870","690","1380","1050",,,,,,,,,"870","690","1380","1050",,,"870","690","1380","1050",,,"870","690","1380","1050",,,"870","690","1380","1050","15557124","false","false","48.102818","11.547151","Ristorante & Pizzeria Rosa dei Venti","22","+49 89 78069431","$$$$","3187","551","#513 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d15557124-Reviews-Ristorante_Pizzeria_Rosa_dei_Venti-Munich_Upper_Bavaria_Bavaria.html","http://www.rosa-dei-venti.de/"
"Ruppertstr. 22, 80337 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Contemporary","Central European","Vegetarian Friendly",,,,,,,,,,,"mittendrin@restaurant-mittendrin.de","870","690","1380","1080","870","690",,,,,"870","690",,,,,"870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080","2203330","false","false","48.124493","11.551035","Mittendrin","46","+49 89 74118451","$$ - $$$","3187","554","#516 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d2203330-Reviews-Mittendrin-Munich_Upper_Bavaria_Bavaria.html","http://www.restaurant-mittendrin.de/"
"Nymphenburger Str. 70, 80335 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Vietnamese","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7349318","false","false","48.14961","11.548245","Pho - Flavour of Vietnam","44","+49 89 12738768","$","3187","949","#874 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d7349318-Reviews-Pho_Flavour_of_Vietnam-Munich_Upper_Bavaria_Bavaria.html","http://www.pho-muenchen.de"
"Balanstr. 34, 81669 Munich, Bavaria Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Pizza","Vegetarian Friendly","Vegan Options",,,,,,,,,"900","690","1440","1080","900","690","1440","1080",,,"900","690","1440","1080",,,"900","690","1440","1080",,,"900","690","1440","1080",,,"900","690","1440","1080",,,"1440","1080",,,"1342554","false","false","48.12444","11.5964","Ristorante Tassilo da Sebastiano","80","+49 89 18946333","$$ - $$$","3187","548","#511 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1342554-Reviews-Ristorante_Tassilo_da_Sebastiano-Munich_Upper_Bavaria_Bavaria.html","http://tassilodue.de/"
"Bayerstrasse 49, 80335 Munich, Bavaria Germany","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","International","European","Vegetarian Friendly",,,,,,,,,,"liquid-spirit@gmx.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13783763","false","false","48.139072","11.556436","Liquid Spirit","63",,"$$ - $$$","3187","550","#512 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d13783763-Reviews-Liquid_Spirit-Munich_Upper_Bavaria_Bavaria.html","https://www.facebook.com/Liquid-Spirit-156426745005086/"
"Karlstr. 47A Ecke Dachauerstrasse, 80333 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"1500","660",,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,"7895351","false","false","48.144684","11.559733","Storia","224","+49 89 51519696","$$ - $$$","3187","687","#640 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d7895351-Reviews-Storia-Munich_Upper_Bavaria_Bavaria.html","http://www.ristorante-storia.com"
"Winthirstr. 9b, 80639 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,"kontakt@hanami-sushi-addict.de",,,,,"900","660","1200","1050",,,"900","660","1200","1050",,,"900","660","1200","1050",,,"900","660","1200","1050",,,"900","660","1200","1050",,,"1200","720",,,"9855557","false","false","48.154045","11.530347","Hanami Sushi Addict","29","+49 89 13938955","$$ - $$$","3187","596","#555 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d9855557-Reviews-Hanami_Sushi_Addict-Munich_Upper_Bavaria_Bavaria.html","http://www.hanami-sushi-addict.de"
"Pognerstr. 5, 81379 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German","European","Portuguese","Vegetarian Friendly",,,,,,,,,,"info@pogners.de","1500","600",,,,,,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","600",,,"6679788","false","false","48.104603","11.545674","Pogner's","41","+49 89 45214258","$$ - $$$","3187","790","#738 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d6679788-Reviews-Pogner_s-Munich_Upper_Bavaria_Bavaria.html","http://www.pogners.de"
"Sendlinger Str. 42, 80331 Munich, Bavaria Germany","Certificate of Excellence 2016","2016","Certificate of Excellence 2011","2011",,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Asian","Thai","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,"1208592","false","false","48.134865","11.569238","Kaimug","173","+49 89 26499008","$","3187","601","#559 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1208592-Reviews-Kaimug-Munich_Upper_Bavaria_Bavaria.html","http://kaimug.de"
"Kardinal-Faulhaber-Str. 11, 80333 Munich, Bavaria Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1560","660",,,,,"1560","660",,,"951913","false","false","48.140564","11.574469","Barista","95","+49 89 20802180","$$ - $$$","3187","598","#556 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d951913-Reviews-Barista-Munich_Upper_Bavaria_Bavaria.html","http://www.barista-muenchen.de/barista/Home.html"
"Leopoldstr. 60, 80802 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","Vegetarian Friendly",,,,,,,,,,"info@trattoria-cucina-cultura.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10461720","false","false","48.159477","11.58563","Trattoria cucina e cultura","37","+49 89 38338550","$$ - $$$","3187","791","#739 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d10461720-Reviews-Trattoria_cucina_e_cultura-Munich_Upper_Bavaria_Bavaria.html","http://www.trattoria-cucina-cultura.de"
"Amalienstrasse 41, 80799 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Italian","French","European","Vegetarian Friendly",,,,,,,,,"info@maex41.de","1440","540",,,"840","630","1290","990",,,"840","630","1290","990",,,"840","630","1290","990",,,"840","630","1290","990",,,"840","630","1290","990",,,"1500","540",,,"11994060","false","false","48.14874","11.57721","Maex No 41","44","+49 89 24242124","$$ - $$$","3187","695","#648 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d11994060-Reviews-Maex_No_41-Munich_Upper_Bavaria_Bavaria.html","http://www.maex41.de/"
"Joseph-Dollinger-Bogen 16, 80807 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German",,,,,,,,,,,,,,"1320","660",,,"1320","660",,,,,,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,"7259652","false","false","48.18492","11.602608","Zum Metzger Rudi","32","+49 89 32667438","$","3187","788","#736 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d7259652-Reviews-Zum_Metzger_Rudi-Munich_Upper_Bavaria_Bavaria.html","http://www.metzger-rudi.de/"
"Am Olympiapark 1, 80809 Munich, Bavaria Germany","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly",,,,,,,,,,,,,,,,,"720","540","1080","840",,,"720","540","1080","840",,,"720","540","1080","840",,,"720","540","1080","840",,,"720","540","1080","840",,,"780","540",,,"1994698","false","false","48.17737","11.55652","Coffee Bar in der BMW Welt","114",,"$$ - $$$","3187","597","#19 of 229 Coffee & Tea in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1994698-Reviews-Coffee_Bar_in_der_BMW_Welt-Munich_Upper_Bavaria_Bavaria.html","http://www.bmw-welt.com/web/bmw-welt/de/restaurants_shops/restaurants/coffeebar/overview.html"
"Klenzestr. 62, 80469 Munich, Bavaria Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10106112","false","false","48.128025","11.570303","Ledu Dim Sum Bar & Restaurant","74","+49 89 72637928","$$ - $$$","3187","787","#735 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d10106112-Reviews-Ledu_Dim_Sum_Bar_Restaurant-Munich_Upper_Bavaria_Bavaria.html","http://www.ledu-dimsum.de"
"Wilhelmstr. 15, 80801 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Vegetarian Friendly",,,,,,,,,,,,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,,,,,"5518992","false","false","48.159817","11.582827","Pepe e Sale","37","+49 89 349795","$$ - $$$","3187","600","#558 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5518992-Reviews-Pepe_e_Sale-Munich_Upper_Bavaria_Bavaria.html","https://www.pepe-e-sale.de/"
"Zielstattstr. 6, 81379 Munich, Bavaria Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","German","Central European","European","Vegetarian Friendly",,,,,,,,,,"info@augustiner-schuetzengarten.de","1440","660",,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,"6864963","false","false","48.104176","11.534638","Augustiner Schutzengarten","178","+49 89 72468088","$$ - $$$","3187","691","#644 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d6864963-Reviews-Augustiner_Schutzengarten-Munich_Upper_Bavaria_Bavaria.html","https://augustiner-schuetzengarten.de/"
"Buttermelcherstr. 2A, 80469 Munich, Bavaria Germany","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,,,"restaurant","French","European","Wine Bar","Vegetarian Friendly",,,,,,,,,,"info@deja-bu.de",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1500","1080",,,,,"1500","1080",,,,,"1500","1080",,,"6387233","false","false","48.13298","11.576749","Deja bu?","68","+49 174 7048807","$$ - $$$","3187","603","#561 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d6387233-Reviews-Deja_bu-Munich_Upper_Bavaria_Bavaria.html","http://www.deja-bu.de"
"Wasserburger Landstr. 264, 81827 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly",,,,,,,,,,,"870","690","1320","1080","870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"1350","1080",,,"1039707","false","false","48.111217","11.708836","Cortile","61","+49 89 4303408","$$ - $$$","3187","789","#737 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1039707-Reviews-Cortile-Munich_Upper_Bavaria_Bavaria.html","http://www.ristorante-cortile.de"
"Weissenburger Platz 8, 81667 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Seafood","Mediterranean","European","Vegetarian Friendly","Gluten Free Options",,,,,,,"info@piazzetta-muenchen.de",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","1020",,,"886917","false","false","48.1286","11.5962","Piazzetta","59","+49 89 48955644","$$ - $$$","3187","605","#563 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d886917-Reviews-Piazzetta-Munich_Upper_Bavaria_Bavaria.html","http://www.piazzetta-muenchen.de"
"Leopoldstr. 171a, 80804 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Sardinian","Southern-Italian","Mediterranean","European","Central European","Vegetarian Friendly","Vegan Options",,,,,,"info@osteriasarda.de",,,,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"1350","1080",,,"15208318","false","false","48.173584","11.585717","Osteria Sarda","27","+49 89 32805604","$$ - $$$","3187","599","#557 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d15208318-Reviews-Osteria_Sarda-Munich_Upper_Bavaria_Bavaria.html","http://www.osteriasarda.de"
"Nikolaiplatz 3, 80802 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German","Fast Food","Street Food","Bar","European","Pub","Vegetarian Friendly","Vegan Options",,,,,,"alleswurscht@gmx.net","1080","720",,,,,,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1080","720",,,"6966350","false","false","48.158524","11.586872","Alles Wurscht","32","+49 89 34077443","$","3187","693","#646 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d6966350-Reviews-Alles_Wurscht-Munich_Upper_Bavaria_Bavaria.html","http://www.alles-wurscht.com/"
"Truderinger Str. 302, 81825 Munich, Bavaria Germany","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","Fusion","Asian","Vietnamese","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"900","690","1350","1050","900","690","1350","1050",,,"900","690","1350","1050",,,"900","690","1350","1050",,,"900","690","1350","1050",,,"900","690","1350","1050",,,"900","690","1350","1050","11659115","false","false","48.12223","11.669118","Tangcubi Asia Fusion","53","+49 89 38341888","$$ - $$$","3187","688","#641 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d11659115-Reviews-Tangcubi_Asia_Fusion-Munich_Upper_Bavaria_Bavaria.html","https://www.tangcubi.de"
"Dienerstr. 14/15, 80331 Munich, Bavaria Germany","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","European","International","Vegetarian Friendly",,,,,,,,,,,"alois@dallmayr.de",,,,,,,,,,,,,,,,,"1380","1140",,,,,"870","720","1380","1140",,,"870","720","1380","1140",,,"870","720","1380","1140","15218678","false","false","48.138275","11.577168","Alois","50","+49 89 2135100","$$$$","3187","792","#740 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d15218678-Reviews-Alois-Munich_Upper_Bavaria_Bavaria.html","http://www.dallmayr.de/alois"
"Amalienstr. 45, 80799 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","Vegetarian Friendly",,,,,,,,,,"info@rosso-pizza.de",,,,,"900","600","1320","1080",,,"900","600","1320","1080",,,"900","600","1320","1080",,,"900","600","1320","1080",,,"900","600","1320","1080",,,,,,,"1569837","false","false","48.14898","11.57729","Rosso Pizza","49","+49 89 27375653","$","3187","690","#643 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1569837-Reviews-Rosso_Pizza-Munich_Upper_Bavaria_Bavaria.html","http://www.rosso-bar-pizza.de/"
"Schoenfeldstr. 15A, 80539 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Seafood","Mediterranean","European","Vegetarian Friendly",,,,,,,,,,,,,,"870","705","1410","1080",,,"870","705","1410","1080",,,"870","705","1410","1080",,,"870","705","1410","1080",,,"870","705","1410","1080",,,"870","705","1410","1080","1847300","false","false","48.14574","11.582717","Alta Marea","68","+49 89 285357","$$ - $$$","3187","694","#647 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1847300-Reviews-Alta_Marea-Munich_Upper_Bavaria_Bavaria.html","http://www.restaurant-altamarea.de/"
"Therese-Giehse-Allee 76, 81739 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Vegetarian Friendly",,,,,,,,,,,,"900","660","1410","1080","900","660","1410","1080",,,"900","660","1410","1080",,,"900","660","1410","1080",,,"900","660","1410","1080",,,"900","660","1410","1080",,,"900","660","1410","1080","14045970","false","false","48.087486","11.641067","La Locandiera","22","+49 89 48004624","$$ - $$$","3187","696","#649 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d14045970-Reviews-La_Locandiera-Munich_Upper_Bavaria_Bavaria.html","http://www.facebook.com/lalocandiera.monaco/"
"Drygalski-Allee 25, 81477 Munich, Bavaria Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","German","International","European","Diner","Central European","Vegetarian Friendly","Vegan Options",,,,,,,"info@diekuecheimkraftwerk.de","1020","540",,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,"7209425","false","false","48.094704","11.505306","DIE KUCHE IM KRAFTWERK","126","+49 89 45212899","$$ - $$$","3187","602","#560 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d7209425-Reviews-DIE_KUCHE_IM_KRAFTWERK-Munich_Upper_Bavaria_Bavaria.html","http://www.diekuecheimkraftwerk.de"
"Valleystr. 28, 81371 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Lebanese","Middle Eastern","Vegetarian Friendly","Vegan Options","Halal",,,,,,,,,"info@beirutbeirut.de",,,,,"1200","690",,,,,"1200","690",,,,,"1200","690",,,,,"1200","690",,,,,"1200","690",,,,,"1200","690",,,"10104426","false","false","48.117523","11.548139","Beirutbeirut","31","+49 5203 6916","$","3187","689","#642 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d10104426-Reviews-Beirutbeirut-Munich_Upper_Bavaria_Bavaria.html","http://www.beirutbeirut.de"
"Notburgastr. 10, 80639 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Greek","Vegetarian Friendly",,,,,,,,,,,,"1440","660",,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,"6154997","false","false","48.15662","11.511367","Die Griechin Am Schloss","58","+49 89 41144374","$$ - $$$","3187","793","#741 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d6154997-Reviews-Die_Griechin_Am_Schloss-Munich_Upper_Bavaria_Bavaria.html","http://www.diegriechinamschloss.de"
"Ohlmuellerstr. 20, 81541 Munich, Bavaria Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","German","European","Central European","Austrian","Vegetarian Friendly",,,,,,,,,"forst.muenchen@googlemail.com","1440","690",,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","690",,,"4584927","false","false","48.12483","11.58006","Schoberwirt","75","+49 89 46222345","$$ - $$$","3187","604","#562 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d4584927-Reviews-Schoberwirt-Munich_Upper_Bavaria_Bavaria.html","http://www.schoberwirt.de/"
"Tal 33, 80331 Munich, Bavaria Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2011","2011",,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,"muenchen-tal@coffee-fellows.de","1260","510",,,"1320","450",,,,,"1320","450",,,,,"1320","450",,,,,"1320","450",,,,,"1320","450",,,,,"1320","510",,,"1121903","false","false","48.13563","11.58106","Coffee Fellows","112","+49 89 24269986","$","3187","796","#14 of 60 Quick Bites in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1121903-Reviews-Coffee_Fellows-Munich_Upper_Bavaria_Bavaria.html","https://coffee-fellows.com/locations/muenchen-tal-33"
"Am Olympiapark 1 in der BMW Welt, 80809 Munich, Bavaria Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","German","Cafe","Fast Food","International","Vegetarian Friendly",,,,,,,,,"bavarie.bmw-welt@feinkost-kaefer.de",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,"4368186","false","false","48.177593","11.556196","Cooper'S. Snack & Drink  in der BMW Welt","60","+49 89 358991827","$$ - $$$","3187","794","#742 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d4368186-Reviews-Cooper_S_Snack_Drink_in_der_BMW_Welt-Munich_Upper_Bavaria_Bavaria.html","http://www.feinkost-kaefer.de/coopers"
