"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Stenersgata 1 Oslo City Shopping Mall, Oslo 0050 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Asian","Thai",,,,,,,,,,,,"Post@sushi-thai.no","2040","600",,,"2040","600",,,,,"2040","600",,,,,"2040","600",,,,,"2040","600",,,,,"2040","600",,,,,"2040","600",,,,,"7735048","false","false","59.912693","10.752916","Sushi & Thai","28","+47 22 17 11 76","$$ - $$$","1304","986","#876 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d7735048-Reviews-Sushi_Thai-Oslo_Eastern_Norway.html","http://www.sushi-thai.no"
"Grensen 17, Oslo 0159 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","International","Contemporary",,,,,,,,,,,,,"hello@salmoncompany.com",,,,,"1110","660",,,,,"1110","660",,,,,"1110","660",,,,,"1110","660",,,,,"1110","660",,,,,,,,,,,"15759130","false","false","59.91416","10.74257","Pink Fish Grensen","15","+47 458 55 027","$","1304","740","#653 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d15759130-Reviews-Pink_Fish_Grensen-Oslo_Eastern_Norway.html","http://pinkfish.no"
"Niels Henrik Abels vei 40, Oslo 0313 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Turkish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1419962","false","false","59.94362","10.721018","Dana Bakeri","15","+47 22 69 41 40","$","1304","733","#647 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d1419962-Reviews-Dana_Bakeri-Oslo_Eastern_Norway.html","https://www.facebook.com/Dana-Bakeri-515264768565912/"
"Sorkedalsveien 3C Majorstuen, Oslo 0369 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"mantn1@hotmail.com","1260","780",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","780",,,,,"12374031","false","false","59.930477","10.712777","Sushi Godbit Majorstua","5","+47 22 69 30 00","$$ - $$$","1304","801","#709 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d12374031-Reviews-Sushi_Godbit_Majorstua-Oslo_Eastern_Norway.html","http://www.sushigodbit.no"
"Tvetenveien 150 Tveita Senter, Oslo 0671 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","International","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,,,,,"1980","540",,,,,"1980","540",,,,,"1980","540",,,,,"1980","540",,,,,"1980","540",,,,,"1860","540",,,,,"8835702","false","false","59.91421","10.841826","Jordbaerpikene","10","+47 22 27 11 28","$$ - $$$","1304","981","#871 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d8835702-Reviews-Jordbaerpikene-Oslo_Eastern_Norway.html","https://www.jordbarpikene.no/"
"Nedre Prinsdals vei 83b, Oslo 1263 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1320","900",,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"16644533","false","false","59.832554","10.807887","Grand Taj Indian Restaurant","14","+47 998 53 853","","1304","732","#646 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d16644533-Reviews-Grand_Taj_Indian_Restaurant-Oslo_Eastern_Norway.html","https://www.facebook.com/Grandtajnorway/?ref=page_internal"
"Brugata 5, Oslo 0186 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15617048","false","false","59.91408","10.755212","Brewgata","5","+47 483 92 757","","1304","806","#714 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d15617048-Reviews-Brewgata-Oslo_Eastern_Norway.html","https://www.facebook.com/pages/category/Bar/Brewgata-157539921600511/"
"Filipstad Brygge 2, Oslo 0252 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean",,,,,,,,,,,,,,"booking@artsrestaurant.no",,,,,,,,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","780",,,,,"21040674","false","false",,,"Arts Restaurant","7","+47 21 65 11 00","$$ - $$$","1304","808","#716 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d21040674-Reviews-Arts_Restaurant-Oslo_Eastern_Norway.html","http://www.artsrestaurant.no"
"Waldemar Thranes gate 32A, Oslo 0171 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Pizza",,,,,,,,,,,,,"sadeen-saqqa@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17384053","false","false","59.925014","10.742615","Waldemar Kebab","3","+47 969 50 606","","1304","809","#717 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d17384053-Reviews-Waldemar_Kebab-Oslo_Eastern_Norway.html",
"Moellergata 12, Oslo 0179 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1320","780",,,,,,,,,,,,,,,,,,,,,"1320","780",,,,,"1380","780",,,,,"1380","780",,,,,"15234093","false","false","59.914585","10.747376","Stykke","4",,"$","1304","731","#645 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d15234093-Reviews-Stykke-Oslo_Eastern_Norway.html","https://www.facebook.com/StykkeOslo/?ref=page_internal"
"Karenslyst alle 9, Oslo 0278 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Asian","Japanese","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7854444","false","false","59.920307","10.684084","Japo Sushi Skoeyen","30","+47 22 55 44 22","$","1304","807","#715 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d7854444-Reviews-Japo_Sushi_Skoeyen-Oslo_Eastern_Norway.html","http://japosushi.no"
"Schweigaards gate 56A, Oslo 0656 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy","International",,,,,,,,,,,,,"kumi@kumi.no","1080","540",,,,,,,,,,,,,,,,,,,,,,,,,,,"1080","540",,,,,"1080","540",,,,,"17206409","false","false","59.908504","10.769495","Kumi","4","+47 973 02 866","$$ - $$$","1304","738","#651 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d17206409-Reviews-Kumi-Oslo_Eastern_Norway.html","http://www.kumi.no"
"Akersgata 16, Oslo 0158 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16824182","false","false","59.912037","10.740363","Kaffebrenneriet","5","+47 952 62 672","","1304","802","#710 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d16824182-Reviews-Kaffebrenneriet-Oslo_Eastern_Norway.html","http://www.kaffebrenneriet.no/butikkene/akersgata-16"
"Grefsenkollveien 8, Oslo 0490 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1320","780",,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","840",,,,,"12929400","false","false","59.952187","10.796261","Trollbua Pizza","8","+47 22 22 05 01","","1304","804","#712 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d12929400-Reviews-Trollbua_Pizza-Oslo_Eastern_Norway.html","http://www.trollbua.com/"
"Torggata 17B, Oslo 0183 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","540",,,,,"7372501","false","false","59.916183","10.75199","Starbucks","29","+47 406 38 839","$$ - $$$","1304","736","#47 of 68 Quick Bites in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d7372501-Reviews-Starbucks-Oslo_Eastern_Norway.html","http://www.starbucks.no/"
"Dannevigsveien 18, Oslo 0463 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"hei@ektevaredagligvare.no","1020","600",,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1140","600",,,,,"1080","600",,,,,"1020","600",,,,,"10434124","false","false","59.937366","10.752676","Ekte Vare Dagligvare","6","+47 401 79 422","$$ - $$$","1304","739","#652 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d10434124-Reviews-Ekte_Vare_Dagligvare-Oslo_Eastern_Norway.html","http://ektevaredagligvare.wordpress.com/"
"Aker Brygge Stranden 1, Oslo 0250 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy",,,,,,,,,,,,,,"care@joejuice.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13008577","false","false","59.910767","10.72798","Joe & The Juice","6",,"","1304","810","#718 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d13008577-Reviews-Joe_The_Juice-Oslo_Eastern_Norway.html","http://www.joejuice.com/"
"Welhavens gate 21, Oslo 0350 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14072131","false","false","59.921124","10.730408","Welhavens Skjenkestue","4",,"","1304","803","#711 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d14072131-Reviews-Welhavens_Skjenkestue-Oslo_Eastern_Norway.html","http://facebook.com/WelhavensSkjenkestue/"
"Kongens gate 23 Steen & Stroem Department Store, Oslo 0153 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai","Asian",,,,,,,,,,,,,"post@eatthai.no",,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1200","660",,,,,"1140","660",,,,,"1080","660",,,,,"7685999","false","false","59.9117","10.742713","Eat Thai","72","+47 400 01 686","$$ - $$$","1304","989","#879 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d7685999-Reviews-Eat_Thai-Oslo_Eastern_Norway.html","http://www.eatthai.no/"
"Maridalsveien 17 A Mathallen Oslo, Oslo 0178 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4290314","false","false","59.92265","10.7512","Oltorget Mat & Olverksted","13","+47 416 88 961","","1304","734","#648 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d4290314-Reviews-Oltorget_Mat_Olverksted-Oslo_Eastern_Norway.html",
"Torggata 21, Oslo 0183 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18816778","false","false","59.91643","10.75242","Kebab Kompaniet","15",,"$","1304","735","#649 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d18816778-Reviews-Kebab_Kompaniet-Oslo_Eastern_Norway.html",
"Bomveien 50, Oslo 0782 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"erik.fredskov@tryvannstua.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3385035","false","false","59.99814","10.668274","Nordmarka: Tryvannstua","14","+47 22 13 85 10","$$ - $$$","1304","737","#650 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3385035-Reviews-Nordmarka_Tryvannstua-Oslo_Eastern_Norway.html","https://www.tryvannstua.no/"
"Storgata 39, Oslo 0182 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Barbecue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10233078","false","false","59.915993","10.753417","Aften pizza og grill","7","+47 22 20 26 61","$","1304","805","#713 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d10233078-Reviews-Aften_pizza_og_grill-Oslo_Eastern_Norway.html","https://aftenpizza-0182.com/"
"Sannergata 30a, Oslo 0557 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Norwegian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17598836","false","false","59.92886","10.7653","Picasso pizza","1","+47 455 27 116","","1304","1000","#888 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d17598836-Reviews-Picasso_pizza-Oslo_Eastern_Norway.html","http://www.picassopizza-oslo.com"
"Storgata 15, Oslo 0155 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","American",,,,,,,,,,,,,,"1410","480",,,"1410","420",,,,,"1410","420",,,,,"1410","420",,,,,"1410","420",,,,,"1710","420",,,,,"1710","420",,,,,"3385025","false","false","59.91352","10.749614","McDonald's","73","+47 23 10 70 00","$","1304","992","#61 of 68 Quick Bites in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3385025-Reviews-McDonald_s-Oslo_Eastern_Norway.html","http://www.mcdonalds.no/no.html"
"Vitaminveien 7-9, Oslo 0485 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22856980","false","false","59.94689","10.772761","Digg Storo Storsenter","1",,"","1304","998","#886 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d22856980-Reviews-Digg_Storo_Storsenter-Oslo_Eastern_Norway.html","http://digg.no"
"Oscar Dahls vei 18, Oslo 1285 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22827399","false","false","59.8531","10.83722","Kinasmaker","2","+47 998 73 979","","1304","996","#884 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d22827399-Reviews-Kinasmaker-Oslo_Eastern_Norway.html","http://kinasmaker.no/"
"Fjordalleen 10, Oslo 0250 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22990570","false","false","59.90934","10.72514","Bakeriet Kveitemjol","1",,"$","1304","994","#882 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d22990570-Reviews-Bakeriet_Kveitemjol-Oslo_Eastern_Norway.html",
"Hegdehaugsveien 27, Oslo 0352 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","International","Brazilian","Peruvian","Fusion","South American","Hawaiian",,,,,,,,,"hei@limonoslo.no","1200","720",,,"1200","570",,,,,"1200","570",,,,,"1200","570",,,,,"1200","570",,,,,"1200","570",,,,,"1200","720",,,,,"21508848","false","false","59.92154","10.727306","Limon","1","+47 929 74 220","$$$$","1304","995","#883 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d21508848-Reviews-Limon-Oslo_Eastern_Norway.html","http://www.limonoslo.no"
"Nydalen alle 1, Oslo 0484 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Fast Food","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7887288","false","false","59.948715","10.766639","Nydalen Sushi & Wok","35","+47 22 02 54 00","$","1304","993","#881 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d7887288-Reviews-Nydalen_Sushi_Wok-Oslo_Eastern_Norway.html","http://www.nydalensushi.no/"
"Hollendergata 8, Oslo 0190 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3385108","false","false","59.910355","10.767237","Cafeteatret","6","+47 22 41 95 00","$$ - $$$","1304","747","#660 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3385108-Reviews-Cafeteatret-Oslo_Eastern_Norway.html","http://nordicblacktheatre.no/2014/06/23/velkommen-til-cafeteatret-og-nordic-black-theatre-2/"
"Bygdoy Sjobad 1, Oslo 0287 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Norwegian",,,,,,,,,,,,,"post@gokoppenkaffe.no","1080","600",,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"23265666","false","false","59.911373","10.664776","Life""s a Beach Bygdoy Sjobad Kiosk","1","+47 986 25 701","$","1304","991","#880 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d23265666-Reviews-Life_s_a_Beach_Bygdoy_Sjobad_Kiosk-Oslo_Eastern_Norway.html","http://www.gokoppenkaffe.no"
"Nedre Slottsgate 8 Steen & Strøm Department Store, Oslo 0157 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,"post@sesto.no",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"17146550","false","false","59.91205","10.743028","Sesto","5","+47 916 10 682","$$ - $$$","1304","749","#662 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d17146550-Reviews-Sesto-Oslo_Eastern_Norway.html","http://www.sesto.no"
"Bjergardsgate 5a, Oslo 0172 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15606789","false","false","59.9235","10.741649","Merkur Bar / Vin & Sake, oslo","3","+47 912 49 317","","1304","814","#721 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d15606789-Reviews-Merkur_Bar_Vin_Sake_oslo-Oslo_Eastern_Norway.html","http://merkurbar.com/"
"Herslebs gate 4, Oslo 0561 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15812748","false","false","59.91955","10.76209","Thai City","9","+47 482 89 078","","1304","745","#658 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d15812748-Reviews-Thai_City-Oslo_Eastern_Norway.html",
"Storgata 36, Oslo 0182 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17698414","false","false","59.91522","10.75607","Prindsen Hage","4",,"$$ - $$$","1304","813","#720 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d17698414-Reviews-Prindsen_Hage-Oslo_Eastern_Norway.html","http://www.prindsenhage.no/"
"Romsaasveien 4, Oslo 0962 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1410","900",,,"1410","960",,,,,"1410","960",,,,,"1410","960",,,,,"1410","960",,,,,"1410","960",,,,,"1410","900",,,,,"17420528","false","false","59.960957","10.883875","Pizzabua Grorud","8","+47 22 25 28 22","$","1304","816","#723 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d17420528-Reviews-Pizzabua_Grorud-Oslo_Eastern_Norway.html","http://pizzabuagrorud.no"
"Trygve Lies Plass 1, Oslo 1051 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Turkish","Grill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21507645","false","false","59.94215","10.89775","Furuset Restaurant","1",,"","1304","999","#887 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d21507645-Reviews-Furuset_Restaurant-Oslo_Eastern_Norway.html",
"Storgata 41, Oslo 0182 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","African","Ethiopian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3932630","false","false","59.915203","10.754931","House of Africa Restaurant As","14","+47 22 20 99 00","$","1304","742","#655 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3932630-Reviews-House_of_Africa_Restaurant_As-Oslo_Eastern_Norway.html","http://www.facebook.com/ADAL-Bar-Restaurant-As-510439829166021/"
"Maridalsveien 21 Vulkan Depot, Oslo 0178 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian","International","Healthy","Wine Bar","Soups",,,,,,,,,"hello@fresko.no",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1080","660",,,,,"7086022","false","false","59.92341","10.75111","Fresko","12","+47 941 18 244","$$ - $$$","1304","746","#659 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d7086022-Reviews-Fresko-Oslo_Eastern_Norway.html","http://www.fresko.no"
"Sognsveien 77c, Oslo 0855 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Diner","Norwegian","American","Scandinavian",,,,,,,,,"ullevaal@egon.no","1380","660",,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"2315873","false","false","59.94948","10.736323","Egon Ulleval","108","+47 22 02 80 18","$$ - $$$","1304","820","#727 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d2315873-Reviews-Egon_Ulleval-Oslo_Eastern_Norway.html","http://egon.no/restauranter/ulleval+"
"Vogts gate 50, Oslo 0477 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","German","European","Norwegian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19719085","false","false","59.93488","10.76457","Backstube","5",,"","1304","997","#885 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d19719085-Reviews-Backstube-Oslo_Eastern_Norway.html","http://backstube.no"
"Schweigaards gate 60 B, Oslo 0656 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Fast Food","European","Soups","Norwegian","Vegetarian Friendly",,,,,,,,,"klosterengabooking@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10911187","false","false","59.907898","10.771589","Klosterenga Cafe","5","+47 413 68 291","$","1304","818","#725 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d10911187-Reviews-Klosterenga_Cafe-Oslo_Eastern_Norway.html","https://www.facebook.com/klosterengacafe"
"Kongsveien 91, Oslo 1177 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9602550","false","false","59.88187","10.782966","Sushi paa Holtet","16","+47 22 61 08 88","$$ - $$$","1304","819","#726 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d9602550-Reviews-Sushi_paa_Holtet-Oslo_Eastern_Norway.html","http://www.sushipåholtet.no"
"Holbergs gate 30, Oslo 0166 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,"1320","840",,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1440","840",,,,,"1440","840",,,,,"3384760","false","false","59.918575","10.733902","Brasseriet","13","+47 23 29 30 00","$$ - $$$","1304","817","#724 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3384760-Reviews-Brasseriet-Oslo_Eastern_Norway.html","https://www.radissonhotels.com/en-us/hotels/radisson-blu-oslo-scandinavia/restaurant-bar?cid=a:se+b:gmb+c:emea+i:local+e:rdb+d:nob+h:OSLZA"
"Thorvald Meyers gate 36A, Oslo 0555 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1320","660",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1620","660",,,,,"1620","660",,,,,"1440","660",,,,,"12726957","false","false","59.924168","10.759446","Munchies Grunerlokka","24",,"$$ - $$$","1304","750","#663 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d12726957-Reviews-Munchies_Grunerlokka-Oslo_Eastern_Norway.html","http://munchies.no/"
