"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"77 Sveavaegen, Stockholm 113 50 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,,,,,,,"6490158","false","false","59.34456","18.05501","Metropol Palais","24","+46 10 442 78 60","$$ - $$$","3012","1045","#887 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d6490158-Reviews-Metropol_Palais-Stockholm.html",
"Mosebacke Torg 1 3, Stockholm 11 6 46 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Scandinavian","Bar","Vegetarian Friendly",,,,,,,,,,,"bordsbokning@sodrateatern.com","960","660",,,,,"840","660",,,,,"840","660","1380","1020",,,"840","660","1380","1020",,,"840","660","1380","1020",,,"180","0","840","660","1620","1020","960","660","1440","1020",,,"4331477","false","false","59.318493","18.0749","Sodra Teatern","110","+46 8 531 994 90","$$ - $$$","3012","1039","#881 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d4331477-Reviews-Sodra_Teatern-Stockholm.html","http://www.sodrateatern.com"
"5 Jaerntorgsgatan, Stockholm 111 29 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Bar","European","Pub",,,,,,,,,,"gamlastan@olearys.se","1320","720",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1500","900",,,,,"1500","720",,,,,"2294023","false","false","59.32222","18.073195","O'Learys - Gamla Stan","103","+46 8 23 99 23","$$ - $$$","3012","1037","#879 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d2294023-Reviews-O_Learys_Gamla_Stan-Stockholm.html","http://www.olearys.se/Default.aspx?CMSLanguageID=15&ArticleID=3527&UnitID=111"
"Repslagargatan 8, Stockholm 118 46 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","Thai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12701087","false","false","59.31781","18.07011","Tamarindo Deli","6","+46 8 641 20 77","$","3012","1630","#1,440 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12701087-Reviews-Tamarindo_Deli-Stockholm.html","https://www.facebook.com/Tamarindo.se/"
"Hantverkargatan 80, Stockholm 112 38 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17792197","false","false","59.33113","18.03123","Restaurang Gandhi","4","+46 8 653 30 80","$$$$","3012","1636","#1,445 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d17792197-Reviews-Restaurang_Gandhi-Stockholm.html","http://restauranggandhi.se/"
"32 Norr Maelarstrand, Stockholm 112 20 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"Abraham.Atmaja@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6835297","false","false","59.32687","18.04309","Cafe Chill","14","+46 8 409 111 13","","3012","1629","#1,439 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d6835297-Reviews-Cafe_Chill-Stockholm.html","https://www.facebook.com/cafechillstockholm"
"Stora Hallen, Stockholm 111 20 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6180260","false","false","59.330296","18.058083","McDonald's","65","+46 46 820 19 60","$","3012","1633","#122 of 152 Quick Bites in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d6180260-Reviews-McDonald_s-Stockholm.html","http://www.mcdonalds.se"
"12 Bellmansgatan 118 20, Stockholm 118 20 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","European","British",,,,,,,,,,"bellmansgatan@bishopsarms.com","1260","960",,,,,"1260","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1440","1020",,,,,"1440","1020",,,,,"3213728","false","false","59.32013","18.0647","The Bishops Arms Bellmansgatan","45","+46 8 556 921 18","$$ - $$$","3012","1056","#898 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d3213728-Reviews-The_Bishops_Arms_Bellmansgatan-Stockholm.html","http://www.bishopsarms.com/bellmansgatan"
"Tegelbacken 4A 2nd Floor, Stockholm 111 52 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,"hello@sup46.com",,,,,,,"1020","510",,,,,"1020","510",,,,,"1020","510",,,,,"1020","510",,,,,"1020","510",,,,,,,,,,,"10365362","false","false","59.3291","18.06237","Startup Cafe & Open Workspace by SUP46","9","+46 70 119 48 78","$$ - $$$","3012","1050","#892 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10365362-Reviews-Startup_Cafe_Open_Workspace_by_SUP46-Stockholm.html","http://sup46.com/startupcafe/"
"88 Skaanegatan Nytorget, Stockholm 116 37 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Bar","Pub","Steakhouse",,,,,,,,,,"nytorget@texaslonghorn.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3935058","false","false","59.312527","18.081429","Texas Longhorn","29","+46 8 643 08 30","$$ - $$$","3012","1049","#891 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d3935058-Reviews-Texas_Longhorn-Stockholm.html","http://www.texaslonghorn.se/restaurants/steakhouse/Longhorn_Skanegatan"
"Sibeliusgangen 28, Stockholm 16477 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","European","Swedish",,,,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1440","660",,,,,"1440","660",,,,,"940560","false","false","59.41528","17.91337","Restaurang & Pizzeria Torget","13","+46 8 752 70 71","$$ - $$$","3012","1638","#1,447 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d940560-Reviews-Restaurang_Pizzeria_Torget-Stockholm.html","http://akallatorget.se"
"Lindhagensgatan 139C, Stockholm 112 51 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10941125","false","false","59.33876","18.00562","Thai House Wok","12","+46 8 480 026 00","$","3012","1812","#1,609 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10941125-Reviews-Thai_House_Wok-Stockholm.html","https://www.facebook.com/thwlindhagensgatan/"
"Karrtorpsplan 7, Stockholm 121 55 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12454501","false","false","59.28344","18.11394","Ma Baker","8","+46 76 118 24 85","","3012","1388","#1,208 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12454501-Reviews-Ma_Baker-Stockholm.html","http://Www.mabaker.se"
"1 Kungsbroplan, Stockholm 112 27 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"kungsbroplan@primociaociao.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4581165","false","false","59.331894","18.049217","Primo Ciao Ciao","75","+46 8 31 31 01","$$ - $$$","3012","1090","#928 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d4581165-Reviews-Primo_Ciao_Ciao-Stockholm.html","https://www.primociaociao.com"
"11 Norrtullsgatan, Stockholm 113 29 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Grill","Pub",,,,,,,,,,,"mclarens.norrtull@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9740419","false","false","59.341976","18.051973","McLarens","21","+46 8 428 709 38","$$ - $$$","3012","1051","#893 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d9740419-Reviews-McLarens-Stockholm.html","https://www.facebook.com/McLarens-657622551005791/"
"Strandvagen Kajplats 19, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy","Swedish","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14684655","false","false","59.33182","18.08417","Strandbistron","21","+46 73 564 93 58","$$ - $$$","3012","1053","#895 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d14684655-Reviews-Strandbistron-Stockholm.html","http://strandbistron.se/"
"46 Nybrogatan, Stockholm 114 40 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10495682","false","false","59.338856","18.080582","St Andrew's Inn","20","+46 8 660 60 08","$$ - $$$","3012","1055","#897 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10495682-Reviews-St_Andrew_s_Inn-Stockholm.html",
"Industrigatan 2 Kungsholmen, Stockholm 11246 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","American",,,,,,,,,,,,,"dogfood@flippinburgers.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12865347","false","false","59.336548","18.0312","Dogfood","15",,"$","3012","1048","#890 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12865347-Reviews-Dogfood-Stockholm.html","https://www.facebook.com/dogfoodinc/"
"Baltgatan 2, Stockholm 114 59 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2616628","false","false","59.33964","18.08854","Kontoret Bar & Matsal","43","+46 8 662 30 88","$","3012","1054","#896 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d2616628-Reviews-Kontoret_Bar_Matsal-Stockholm.html","http://www.kontoret.bar"
"64 Sveavaegen, Stockholm 111 34 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"info@vendelasbistro.se","1380","900",,,,,"1410","600",,,,,"1410","600",,,,,"1410","600",,,,,"1410","600",,,,,"1500","600",,,,,"1500","900",,,,,"7355653","false","false","59.33901","18.06058","Vendelas Bistro","38","+46 8 21 44 55","$$ - $$$","3012","1632","#1,442 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d7355653-Reviews-Vendelas_Bistro-Stockholm.html","http://vendelasbistro.se"
"15 Hemvaernsgatan, Stockholm 171 54 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,"825","660",,,,,"825","660",,,,,"825","660",,,,,"825","660",,,,,"825","660",,,,,,,,,,,"1496387","false","false","59.35353","17.97588","Trankil mat o mote","7","+46 8 28 11 10","","3012","1635","#1,444 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d1496387-Reviews-Trankil_mat_o_mote-Stockholm.html",
"6 Scheelegatan, Stockholm 112 23 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,,"indiancurryhouse@mail.com","1320","780",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","780",,,,,"8813493","false","false","59.329502","18.043407","Indian Curry House","48","+46 8 650 20 24","$$ - $$$","3012","1052","#894 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d8813493-Reviews-Indian_Curry_House-Stockholm.html","http://indiancurryhouse.rest"
"63 Primusgatan Lilla Essingen, Stockholm 112 67 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9832075","false","false","59.32354","18.002642","Grazie Trattoria","24","+46 8 657 87 87","$$ - $$$","3012","1823","#1,618 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d9832075-Reviews-Grazie_Trattoria-Stockholm.html","https://www.facebook.com/Trattoria-Grazie-818441111534870/"
"18-20 Hamngatan Plan 4, Stockholm 111 47 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Swedish","Scandinavian","International","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8050453","false","false","59.332745","18.069353","Nordiska Kantinen","59","+46 8 762 81 61","$$ - $$$","3012","1047","#889 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d8050453-Reviews-Nordiska_Kantinen-Stockholm.html","https://www.nk.se/stockholm/restauranger-cafeer-och-barer/nordiska-kantinen/"
"Hornsgatan 156, Stockholm 11728 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Healthy","Soups","Swedish",,,,,,,,,,"info@hippymarket.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12926343","false","false","59.315685","18.03708","Hippy Market Sthlm","3","+46 70 999 12 99","$$ - $$$","3012","1831","#1,626 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12926343-Reviews-Hippy_Market_Sthlm-Stockholm.html","http://www.hippymarket.se"
"Narvavagen 30, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","French","European",,,,,,,,,,,,,"1200","780",,,,,"1200","645",,,,,"1200","645",,,,,"1200","645",,,,,"1200","645",,,,,"1200","645",,,,,,,,,,,"877626","false","false","59.33652","18.09093","Cassi","108","+46 8 661 74 61","$$ - $$$","3012","1178","#109 of 152 Quick Bites in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d877626-Reviews-Cassi-Stockholm.html","http://www.cassi.se/"
"77 Oestgoetagatan, Stockholm 116 64 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Vegan Options",,,,,,,,,,,,,"info@blisscafe.se",,,,,,,,,,,,,"1080","720",,,,,"1080","720",,,,,"1080","720",,,,,"1080","720",,,,,"960","720",,,,,"5956798","false","false","59.30934","18.07924","Bliss Cafe","5","+46 72 333 06 30","","3012","1393","#1,213 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d5956798-Reviews-Bliss_Cafe-Stockholm.html","http://www.blisscafe.se"
"6 Prins Eugens Vaeg Waldemarsudde, Stockholm 115 21 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Swedish","Scandinavian","European",,,,,,,,,,"info@waldemarsudde.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8554214","false","false","59.321896","18.114231","Cafe Ektorpet","38",,"$$ - $$$","3012","1398","#1,218 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d8554214-Reviews-Cafe_Ektorpet-Stockholm.html","http://www.waldemarsudde.se"
"2 Suddagummans Gata, Bromma 168 72 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Spanish","Italian",,,,,,,,,,,,"tavernabravo@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10133341","false","false","59.361526","17.948822","Taverna Bravo","17","+46 8 121 444 41","$$ - $$$","77","24","#22 of 79 Restaurants in Bromma","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g230088-d10133341-Reviews-Taverna_Bravo-Bromma.html","http://www.tavernabravo.se"
"1 Creutzgatan Kungsholmen, 112 44 Stockholm, Stockholm 112 44 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4104503","false","false","59.33214","18.01558","Thailandska Angeln","15",,"$$ - $$$","3012","1394","#1,214 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d4104503-Reviews-Thailandska_Angeln-Stockholm.html",
"43 Roslagsgatan, Stockholm 113 54 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek","Mediterranean","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8529562","false","false","59.34937","18.05687","Alfeus","10","+46 46 815 00 30","$$ - $$$","3012","1396","#1,216 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d8529562-Reviews-Alfeus-Stockholm.html",
"185 C Ulvsundavaegen Bromma Blocks, Bromma 168 67 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9606106","false","false","59.356014","17.954893","Rockin Burgers & Shakes","13","+46 8 121 407 24","$$ - $$$","77","34","#29 of 79 Restaurants in Bromma","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g230088-d9606106-Reviews-Rockin_Burgers_Shakes-Bromma.html","http://brommablocks.se/restaurang/rockin-burgers"
"Herkulesgatan 16, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Deli","Contemporary",,,,,,,,,,,,,,,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,,,,,,,"13132649","false","false","59.330364","18.065031","Fiesta Deli","3","+46 8 650 42 40","$$ - $$$","3012","1828","#1,623 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d13132649-Reviews-Fiesta_Deli-Stockholm.html","http://www.fiestadeli.se"
"Lilla Nygatan 3, Stockholm 11128 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"15865499","false","false","59.32447","18.067696","Tweed Bar","4","+46 8 506 400 82","","3012","1639","#1,448 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d15865499-Reviews-Tweed_Bar-Stockholm.html","http://www.tweedbar.se"
"Sveavagen 47, Stockholm 113 59 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","American","European","Swedish",,,,,,,,,,,"info@jureskogs.se","1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1440","660",,,,,"1440","660",,,,,"14958429","false","false","59.33957","18.05918","Jureskogs Sveavagen","43",,"$$ - $$$","3012","1644","#123 of 152 Quick Bites in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d14958429-Reviews-Jureskogs_Sveavagen-Stockholm.html","http://www.jureskogs.se/#omoss"
"Kristallvagen 9, Stockholm 126 78 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19256869","false","false","59.29006","17.99868","Buffalo Bills Burgers & Steaks","5","+46 8 19 83 83","","3012","1825","#1,620 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d19256869-Reviews-Buffalo_Bills_Burgers_Steaks-Stockholm.html","http://buffalobills.se"
"Fridhemsgatan 43, Stockholm 112 46 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","International","European","Healthy","Swedish","Scandinavian",,,,,,,,,"boka@friendstable.se",,,,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","660",,,,,"17323330","false","false","59.335243","18.031057","Friends' Table","8","+46 72 929 66 20","","3012","1060","#901 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d17323330-Reviews-Friends_Table-Stockholm.html","http://friendstable.se"
"78 Jaerntorget, Stockholm 111 29 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6649088","false","false","59.32272","18.07265","Taverna Bazaar","53","+46 8 20 44 20","$$ - $$$","3012","1064","#904 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d6649088-Reviews-Taverna_Bazaar-Stockholm.html","http://tavernabazaar.se"
"Surbrunnsgatan 46, Stockholm 113 48 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,"boka@swingbygolfbaren.se",,,,,,,,,,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"12207818","false","false","59.345055","18.055721","Swing by Golfbaren","29","+46 8 618 61 05","$$ - $$$","3012","1066","#906 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12207818-Reviews-Swing_by_Golfbaren-Stockholm.html","http://swingbygolfbaren.se"
"57 Nybrogatan, Stockholm 114 40 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","Fast Food","Spanish",,,,,,,,,,,"info@eltacotruck.se",,,,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","720",,,,,"7761440","false","false","59.338253","18.080017","El Taco Truck","27",,"$","3012","1057","#899 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d7761440-Reviews-El_Taco_Truck-Stockholm.html","http://www.eltacotruck.se/"
"33 Strindbergsgatan, Stockholm 115 31 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1837563","false","false","59.342583","18.089415","Ma-Now","16","+46 8 662 03 80","$","3012","1065","#905 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d1837563-Reviews-Ma_Now-Stockholm.html","http://ma-now.kvartersmenyn.se/"
"20 Pipersgatan, Stockholm 112 24 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"info@konditorigenuin.se",,,,,,,"1020","390",,,,,"1020","390",,,,,"1020","390",,,,,"1020","390",,,,,"1020","390",,,,,"780","480",,,,,"7893917","false","false","59.33095","18.04609","Konditori Geniun","15","+46 8 551 706 60","$","3012","1061","#37 of 67 Dessert in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d7893917-Reviews-Konditori_Geniun-Stockholm.html","http://www.konditorigenuin.se/"
"Hantverkargatan 36, Stockholm 11221 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18343635","false","false","59.32942","18.04064","The Border","7","+46 8 650 32 14","$$ - $$$","3012","1640","#1,449 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d18343635-Reviews-The_Border-Stockholm.html","http://www.theborder.se/"
"Master Sameulsgatan 60, Stockholm 111 21 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Asian","Chinese","Vegetarian Friendly",,,,,,,,,,"info@restaurangholiday.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3504630","false","false","59.33239","18.060251","Holiday Restaurang & Bar","162","+46 8 673 34 20","$$ - $$$","3012","1059","#105 of 152 Quick Bites in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d3504630-Reviews-Holiday_Restaurang_Bar-Stockholm.html","http://www.restaurangholiday.se/"
"Sveavagen 105, Stockholm 113 50 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"sthlm@kappabar.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12545691","false","false","59.34568","18.05368","Kappa Bar","9","+46 8 121 660 00","$$ - $$$","3012","1646","#1,454 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12545691-Reviews-Kappa_Bar-Stockholm.html","http://www.kappabar.se/sthlm"
