"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Rua Virtudes 1, Porto 4050-630 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","European","Pub","Diner","Wine Bar","Dining bars",,,,,"virtuga@sapo.pt",,,,,,,"1200","450",,,,,"1200","450",,,,,"1200","450",,,,,"1200","450",,,,,"1320","450",,,,,"1320","450",,,,,"21048741","false","false","41.14313","-8.617841","Virtuga Coffe & Wine","14","+351 22 784 1143","$$ - $$$","1993","780","#705 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d21048741-Reviews-Virtuga_Coffe_Wine-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/virtuga/"
"Praca da Batalha 31, Porto 4000-101 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","European",,,,,,,,,,,,,,,,"900","600","1380","1080",,,"900","600","1380","1080",,,"900","600","1380","1080",,,"900","600","1380","1080",,,"900","600","1380","1080",,,"900","600","1380","1080",,,"17751220","false","false","41.145847","-8.60669","Tradiswiss","23","+351 22 111 8639","$$ - $$$","1993","773","#698 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d17751220-Reviews-Tradiswiss-Porto_Porto_District_Northern_Portugal.html",
"Rua de Santa Catarina N 161, Porto 4000-450 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Portuguese",,,,,,,,"marciobateira@gmail.com",,,,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1200","420",,,,,"7215384","false","false","41.14757","-8.606584","Mengos","362","+351 22 200 3194","$","1993","777","#702 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d7215384-Reviews-Mengos-Porto_Porto_District_Northern_Portugal.html",
"Rua Cimo do Muro n022 Ribeira, Porto 4050-199 Portugal","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Vegetarian Friendly",,,,,,,"geralmuralhadabarca@hotmail.com","1439","0",,,,,"1439","0",,,,,,,,,,,,,,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"2146810","false","false","41.140522","-8.611494","Restaurante e Snack-bar Muralha da Barca","112","+351 916 497 440","$$ - $$$","1993","771","#696 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d2146810-Reviews-Restaurante_e_Snack_bar_Muralha_da_Barca-Porto_Porto_District_Northern_Portugal.html",
"Galeria de Paris 79, Porto 4050-284 Portugal","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Wine Bar","European","Pub","Portuguese",,,,,,"casadolivroporto@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6857057","false","false","41.147377","-8.614286","Xico Queijo","149","+351 22 316 4000","$$ - $$$","1993","778","#703 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d6857057-Reviews-Xico_Queijo-Porto_Porto_District_Northern_Portugal.html",
"Largo Ramadinha 75, Porto 4000-406 Portugal","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Vegetarian Friendly",,,,,,,,"1560","570",,,,,"1560","570",,,,,"1560","570",,,,,"1560","570",,,,,"1560","570",,,,,"1560","570",,,,,"1560","570",,,,,"4594120","false","false","41.14632","-8.60322","Restaurante Salmao","222","+351 962 869 019","$$ - $$$","1993","772","#697 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d4594120-Reviews-Restaurante_Salmao-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/Restaurante-Salm%C3%A3o-362599193818185"
"Rua de Santa Catarina 447, Porto 4000-452 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Portuguese",,,,,,,,,,,,,,,,,"900","720","1320","1140",,,"900","720","1320","1140",,,"900","720","1320","1140",,,"900","720","1320","1140",,,"900","720","1320","1140",,,"900","720","1320","1140",,,"3581393","false","false","41.150085","-8.605689","A Rampinha","132","+351 916 841 098","$$ - $$$","1993","775","#700 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d3581393-Reviews-A_Rampinha-Porto_Porto_District_Northern_Portugal.html",
"Rua de Costa Cabral 562 Antas, Porto 4200-211 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,"900","720",,,,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"11044709","false","false","41.16595","-8.597958","Restaurante Lareira","35","+351 22 509 0922","$","1993","774","#699 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d11044709-Reviews-Restaurante_Lareira-Porto_Porto_District_Northern_Portugal.html",
"Rua Sa da Bandeira 467, Porto 4000-436 Portugal","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","International","Grill","Vegetarian Friendly","Vegan Options",,,,"info@champsdabaixa.com","1380","750",,,,,"1380","750",,,,,"1380","750",,,,,"1380","750",,,,,"1380","750",,,,,"1440","750",,,,,"1440","750",,,,,"6643493","false","false","41.150333","-8.60719","Champ's Da Baixa Bistro","278","+351 22 323 5254","$$$$","1993","785","#710 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d6643493-Reviews-Champ_s_Da_Baixa_Bistro-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/champsdabaixabistro"
"Rua Diu Mercado Da Foz, Loja 27, Porto 4150-276 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese","Mediterranean","Fusion","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8506991","false","false","41.154526","-8.674261","Pratos Pedidos","25","+351 919 944 394","$","1993","782","#707 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8506991-Reviews-Pratos_Pedidos-Porto_Porto_District_Northern_Portugal.html",
"Beco Carreiras 66, Porto 4100-158 Portugal","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","European","Vegan Options","Vegetarian Friendly",,,,,,,,"1020","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1440","600",,,,,"1140","600",,,,,"5979636","false","false","41.170048","-8.672496","Meet Parque","91","+351 22 610 1440","$$ - $$$","1993","789","#713 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d5979636-Reviews-Meet_Parque-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/MeetParque"
"Rua de Sao Tome 971, Porto 4200-491 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","European","Portuguese",,,,,,,,,,,,,,,"900","660","1320","1080",,,"900","660","1320","1080",,,"900","660","1320","1080",,,"900","660","1320","1080",,,"900","660","1320","1080",,,"900","660","1320","1080",,,"7894573","false","false","41.181385","-8.609444","Restaurante Coche Real","27","+351 22 832 5636","$","1993","790","#714 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d7894573-Reviews-Restaurante_Coche_Real-Porto_Porto_District_Northern_Portugal.html","http://www.cochereal.pt"
"Rua Senhora da Luz 142, Porto 4150-693 Portugal","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","Seafood","Portuguese","European","Gluten Free Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10693619","false","false","41.150368","-8.676163","Peixaria do Bairro","90","+351 22 243 7652","$$ - $$$","1993","783","#708 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d10693619-Reviews-Peixaria_do_Bairro-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/peixariabairro/"
"Rua Santa Teresa 6, Porto 4050-537 Portugal","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Vegetarian Friendly","Vegan Options",,,,,,,,"Lapiadonaporto@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13140287","false","false","41.147606","-8.613889","La Piadona","48","+351 22 317 5391","$","1993","784","#709 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d13140287-Reviews-La_Piadona-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/lapiadonaporto/"
"Rua Ceuta 43, Porto 4050-191 Portugal","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5501403","false","false","41.148304","-8.613886","Gelataria Sincelo","111","+351 22 200 4725","$","1993","786","#44 of 95 Dessert in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d5501403-Reviews-Gelataria_Sincelo-Porto_Porto_District_Northern_Portugal.html","http://www.gelatariasincelo.com"
"Rua do Almada 544, Porto 4050-034 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","Pub","Portuguese","Wine Bar","European",,,,,"almadaponto@gmail.com",,,,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1380","540",,,,,"1380","540",,,,,"21008763","false","false","41.15211","-8.611968","Almada Ponto - Bistro, Cowork & Concept Store","14","+351 22 099 9682","$","1993","788","#712 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d21008763-Reviews-Almada_Ponto_Bistro_Cowork_Concept_Store-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/almadaponto"
"Largo Alfandega 20, Porto 4050-028 Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"alfandegadouro@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7992655","false","false","41.143734","-8.622302","Alfandega Douro","152","+351 22 208 2552","$","1993","787","#711 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d7992655-Reviews-Alfandega_Douro-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/AlfandegaDouro"
"Estrada Nacional 108, Porto 4300-316 Portugal","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10145724","false","false","41.142544","-8.574933","Palatium","34","+351 22 531 1000","$$$$","1993","781","#706 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d10145724-Reviews-Palatium-Porto_Porto_District_Northern_Portugal.html","http://www.pestanacollection.com"
"Rua Meditacao n0 57, Porto 4150-487 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese","Cafe",,,,,,,,"casadabeiraalta@gmail.com",,,,,,,"1230","420",,,,,"1230","420",,,,,"1230","420",,,,,"1230","420",,,,,"1230","420",,,,,"1140","420",,,,,"6957419","false","false","41.156933","-8.630808","Casa Beira Alta","27","+351 22 606 4903","$","1993","799","#722 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d6957419-Reviews-Casa_Beira_Alta-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/Cafe.Casa.Beira.Alta/timeline"
"Avenida do Brasil 829, Porto 4150-154 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly","Vegan Options",,,,,,,,,"novacopa@novacopa.pt","1290","720",,,,,"1290","720",,,,,,,,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"5958948","false","false","41.15901","-8.683483","Nova Copa","46","+351 960 404 642","$$ - $$$","1993","800","#723 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d5958948-Reviews-Nova_Copa-Porto_Porto_District_Northern_Portugal.html","http://www.novacopa.pt/"
"Rua de Entreparedes n0 40, Porto 4000-197 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"info@blind.pt","780","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"780","690",,,,,"20150662","false","false","41.14485","-8.60658","Blind","19","+351 22 600 1580","","1993","795","#718 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d20150662-Reviews-Blind-Porto_Porto_District_Northern_Portugal.html","http://www.blind.pt/"
"Rua de Santo Ildefonso 366 A, Porto 4000-471 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","French","Spanish","Portuguese","Wine Bar","European",,,,,,"saycheeseporto@gmail.com","1260","960",,,,,,,,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"15575247","false","false","41.14723","-8.601459","Say Cheese","16","+351 22 110 7284","$$ - $$$","1993","794","#717 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d15575247-Reviews-Say_Cheese-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/saycheeseporto/"
"Rua Miguel Bombarda 416, Porto 4050-378 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"casadiogofina@gmail.com",,,,,,,"1170","660",,,,,"1170","660",,,,,"1170","660",,,,,"1170","660",,,,,"1320","660",,,,,"1320","660",,,,,"11695432","false","false","41.14955","-8.62188","Casa Diogo","20","+351 917 408 984","$","1993","798","#721 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d11695432-Reviews-Casa_Diogo-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/casadiogobiscoitariaemerceariafina/"
"Rua de Aldas , 2, Porto 4050-025 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese",,,,,,,,,,"tabernadaseporto@gmail.com","1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"12846208","false","false","41.142597","-8.612514","Taberna da Se","16","+351 932 134 668","$$ - $$$","1993","797","#720 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12846208-Reviews-Taberna_da_Se-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/tabernaporto/"
"Rua de Gondarem 487, Porto 4150-377 Portugal","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Italian",,,,,,,"geral@restaurantekastas.pt","930","750",,,,,"930","750","1410","1200",,,"930","750","1410","1200",,,"930","750","1410","1200",,,"930","750","1410","1200",,,"930","750","1470","1200",,,"930","750","1470","1200",,,"8734320","false","false","41.15719","-8.68089","Kastas","54","+351 939 306 832","$$ - $$$","1993","796","#719 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8734320-Reviews-Kastas-Porto_Porto_District_Northern_Portugal.html","http://www.restaurantekastas.pt/"
"Campo Martires da Patria 51 In front of the bandstand of Cordoaria Garden, Porto 4050-366 Portugal","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Vegetarian Friendly",,,,,,,"reservas@portoevirgula.com",,,,,,,"900","720","1410","1200",,,"900","720","1410","1200",,,"900","720","1410","1200",,,"900","720","1410","1200",,,"900","720","1500","1200",,,"1500","1200",,,,,"5011083","false","false","41.14655","-8.617244","Porto & Virgula","124","+351 22 201 2452","$$ - $$$","1993","793","#716 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d5011083-Reviews-Porto_Virgula-Porto_Porto_District_Northern_Portugal.html","http://www.portoevirgula.com"
"Rua do Heroismo 205, Porto 4300-259 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Portuguese","European",,,,,,,,,"780","480",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"14998067","false","false","41.1464","-8.59289","Molete Bread & Breakfast","21","+351 22 536 1793","$","1993","792","#19 of 30 Bakeries in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d14998067-Reviews-Molete_Bread_Breakfast-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/moleteheroismo/"
"Rua Fernandes Tomas 764, Porto 4000-213 Portugal","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese","Contemporary","Vegetarian Friendly",,,,,,,"bolhao@bbgourmet.net","1410","480",,,,,"1410","480",,,,,"1410","480",,,,,"1410","480",,,,,"1410","480",,,,,"1560","480",,,,,"1560","480",,,,,"8317896","false","false","41.150356","-8.60746","Bbgourmet Bolhao","153","+351 22 201 1531","$$ - $$$","1993","791","#715 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8317896-Reviews-Bbgourmet_Bolhao-Porto_Porto_District_Northern_Portugal.html","http://www.bbgourmet.net/#!bbgourmet-bolhao/c89h"
"R. Dr. Sousa Rosa, n. 23, Porto 4150-719 Portugal","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese","Mediterranean",,,,,,,,"indiferenterestaurante@gmail.com","900","750",,,,,,,,,,,"900","750","1380","1170",,,"900","750","1380","1170",,,"900","750","1380","1170",,,"900","750","1380","1170",,,"900","750","1380","1170",,,"15247076","false","false","41.15549","-8.677005","IN Diferente","59","+351 911 033 315","$$$$","1993","508","#460 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d15247076-Reviews-IN_Diferente-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/In-Diferente-313981805813710/"
"Rua do Ouro 797, Porto 4150-555 Portugal","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2011","2011",,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options",,,,,,"870","750","1380","1200",,,"870","750","1380","1200",,,"870","750","1380","1200",,,"870","750","1380","1200",,,"870","750","1380","1200",,,"870","750","1380","1200",,,"870","750","1380","1200",,,"953424","false","false","41.147953","-8.6427","Restaurante Casa D'Oro","505","+351 22 610 6012","$$ - $$$","1993","501","#454 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d953424-Reviews-Restaurante_Casa_D_Oro-Porto_Porto_District_Northern_Portugal.html","http://casadoro.pt/"
"Rua de Mouzinho da Silveira 124 Rua,mouzinho DA Silveira N,126, Porto 4050-552 Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1182820","false","false","41.142956","-8.61395","Restaurante Caravela da Ribeira","176","+351 915 460 613","$","1993","505","#457 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d1182820-Reviews-Restaurante_Caravela_da_Ribeira-Porto_Porto_District_Northern_Portugal.html",
"R. Campo dos Martires da Patria n046, Porto 4050-366 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","Bar","Wine Bar",,,,,,,,"goldenoldie.info@gmail.com","1320","960",,,,,,,,,,,,,,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"17635751","false","false","41.146667","-8.617359","Golden Oldie","30","+351 22 111 3595","$$ - $$$","1993","506","#458 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d17635751-Reviews-Golden_Oldie-Porto_Porto_District_Northern_Portugal.html","http://goldenoldie.pt/"
"Rua Passeio Alegre 318 Foz do Douro , Porto, Porto 4150-571 Portugal","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","Cafe","European",,,,,,,,"paparocadafoz@mail.com","1170","420",,,,,"1170","360",,,,,"1170","360",,,,,"1170","360",,,,,"1170","360",,,,,"1170","360",,,,,"1170","360",,,,,"5948965","false","false","41.14811","-8.665014","Confeitaria Paparoca da Foz","71","+351 22 618 6734","$","1993","504","#21 of 93 Coffee & Tea in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d5948965-Reviews-Confeitaria_Paparoca_da_Foz-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/Paparoca-Da-Foz-152070308205363/"
"Avenida Rodrigues de Freitas 328, Porto 4000-419 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","European","Soups",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7139310","false","false","41.145382","-8.604296","Restaurante Nova Luanda","53","+351 22 536 1221","$","1993","503","#456 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d7139310-Reviews-Restaurante_Nova_Luanda-Porto_Porto_District_Northern_Portugal.html","http://www.portugalio.com/restaurante-nova-luanda/"
