"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Kiraly utca 8-10., Budapest 1061 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Hungarian",,,,,,,,,,,,,,"maniagourmetbar@gmail.com",,,,,,,,,,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"12088128","false","false","47.49855","19.056944","MANIA Hungarian Restaurant","19","+36 30 943 7758","$$ - $$$","3271","1348","#1,072 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12088128-Reviews-MANIA_Hungarian_Restaurant-Budapest_Central_Hungary.html","http://www.facebook.com/hungarianrestaurant4/"
"Oktober 6. utca 15., Budapest 1051 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Deli",,,,,,,,,,,,,,"duran@duran.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10747472","false","false","47.50137","19.051","Duran Sandwich","15","+36 1 332 9348","","3271","1208","#958 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10747472-Reviews-Duran_Sandwich-Budapest_Central_Hungary.html","http://www.duran.hu/elerhetoseg/elerhetoseg.html"
"Lajos utca 33, Budapest 1023 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Central European","Hungarian","Eastern European",,,,,,,,,,,"ujbudavar@gmail.com","960","720",,,,,"1020","690",,,,,"1020","690",,,,,"1020","690",,,,,"1020","690",,,,,"1020","690",,,,,"960","720",,,,,"2433158","false","false","47.50602","19.03505","UJ-BUDAVAR-LAK Vendeglo","32","+36 70 941 3559","$$ - $$$","3271","1201","#954 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d2433158-Reviews-UJ_BUDAVAR_LAK_Vendeglo-Budapest_Central_Hungary.html","http://ujbudavarlak.hu"
"Erdokerulo utca 36. Lidl parking, Budapest 1157 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Russian","European","Croatian",,,,,,,,,,,,"info@pirog-da.hu",,,,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"8798715","false","false","47.541153","19.150463","Pirog-da!","20","+36 70 650 5663","$","3271","1343","#1,067 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d8798715-Reviews-Pirog_da-Budapest_Central_Hungary.html","http://pirog-da.hu"
"Viziorgona utca 11, Budapest 1039 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Vegetarian Friendly",,,,,,,,,,,,,"donpepe.bekas@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8803908","false","false","47.597466","19.047333","Don Pepe Bekas","41","+36 1 243 6626","$","3271","1350","#1,074 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d8803908-Reviews-Don_Pepe_Bekas-Budapest_Central_Hungary.html","http://www.donpepe.hu/etterem.php?id=bekas"
"Szentendrei Ut 317., Budapest 1039 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","Central European","Hungarian","European",,,,,,,,,,,"hello@kiscsillagetterem.hu","1260","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"11961786","false","false","47.585796","19.045105","Kiscsillag Restaurant","43","+36 30 931 1999","$$ - $$$","3271","1109","#875 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d11961786-Reviews-Kiscsillag_Restaurant-Budapest_Central_Hungary.html","http://kiscsillagetterem.hu/"
"Bethlen Gabor utca 6, Budapest 1077 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Asian","Healthy","Soups","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14129553","false","false","47.50119","19.081581","Big Soup Ramen Bar Budapest","26","+36 1 615 2845","$$ - $$$","3271","1341","#1,066 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d14129553-Reviews-Big_Soup_Ramen_Bar_Budapest-Budapest_Central_Hungary.html","https://www.facebook.com/bigsoupramenbar/"
"Becsi ut 57-61 Sajnos Bezárt, Budapest 1037 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1080","600",,,,,,,,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"7178228","false","false","47.52915","19.03829","Zazzi Cukraszda Es Kavezo","20","+36 1 240 0688","$$ - $$$","3271","1345","#1,069 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7178228-Reviews-Zazzi_Cukraszda_Es_Kavezo-Budapest_Central_Hungary.html","http://www.zazzi.hu"
"Nagy Diofa utca 32, Budapest 1072 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","Healthy",,,,,,,,,,,,"grapemee@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4523184","false","false","47.49869","19.06373","Dzzs Bar","28","+36 70 607 1585","$","3271","1349","#1,073 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d4523184-Reviews-Dzzs_Bar-Budapest_Central_Hungary.html","http://www.facebook.com/DzzsBar"
"Mester utca 12, Budapest 1095 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7264554","false","false","47.48127","19.06985","Gyuri bacsi Konyhaja","14","+36 30 338 4148","$","3271","1346","#1,070 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7264554-Reviews-Gyuri_bacsi_Konyhaja-Budapest_Central_Hungary.html","http://www.facebook.com/Gyuri-B%C3%A1csi-Konyh%C3%A1ja-233866213649211"
"Szervita ter 2, Budapest 1052 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vietnamese","Indonesian","Soups",,,,,,,,,,"bestorientalsoup@gmail.com","1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1350","690",,,,,"1350","690",,,,,"19257135","false","false","47.495487","19.052473","Oriental Soup House","16","+36 70 884 8867","$$ - $$$","3271","1344","#1,068 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d19257135-Reviews-Oriental_Soup_House-Budapest_Central_Hungary.html","https://www.facebook.com/bestorientalsoup/"
"Veres Palne utca 8, Budapest 1053 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,"1110","600",,,,,"1110","600",,,,,"1110","600",,,,,"1110","600",,,,,"1110","600",,,,,,,,,,,"6219297","false","false","47.49198","19.0554","Cadeau Chocolate Shop","12",,"$$ - $$$","3271","1459","#125 of 215 Dessert in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d6219297-Reviews-Cadeau_Chocolate_Shop-Budapest_Central_Hungary.html","http://cadeaubonbon.hu/"
"Frankel Leo utca 2., Budapest Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Hungarian",,,,,,,,,,,,,"1320","540",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","540",,,,,"968800","false","false","47.51247","19.037941","Bambi Presszo","67","+36 1 212 3171","$","3271","1104","#135 of 324 Coffee & Tea in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d968800-Reviews-Bambi_Presszo-Budapest_Central_Hungary.html","http://www.samsung.com"
"Cukor Utca 3, Budapest 1056 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","Cafe","Wine Bar","Gastropub","Hungarian",,,,,,,,,"secret@budapestspeakeasy.com",,,,,,,,,,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1560","960",,,,,"1560","960",,,,,"18741308","false","false","47.49157","19.05643","Budapest Speakeasy Bar & Cafe","11","+36 70 217 3398","$$ - $$$","3271","1203","#956 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d18741308-Reviews-Budapest_Speakeasy_Bar_Cafe-Budapest_Central_Hungary.html","http://www.budapestspeakeasy.com"
"Villanyi ut 34, Budapest 1113 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Central European","Hungarian","Eastern European","Vegetarian Friendly",,,,,,,,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"3733523","false","false","47.480064","19.036724","Kisvigado","54","+36 1 209 1660","$$ - $$$","3271","1114","#879 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d3733523-Reviews-Kisvigado-Budapest_Central_Hungary.html","http://www.kisvigado.hu"
"Dozsa Gyoergy ut 108, Budapest 1068 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Central European","Hungarian","European","Eastern European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7311441","false","false","47.516132","19.074633","Pater Bonifac","120","+36 1 312 0058","$","3271","1117","#882 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7311441-Reviews-Pater_Bonifac-Budapest_Central_Hungary.html","http://www.paterbonifacvendeglo.hu/"
"Arany Janos utca 32., Budapest 1051 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Soups","American","Vegetarian Friendly","Vegan Options",,,,,,,,,,,"arany@fruccola.hu",,,,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,,,,,,,"7993522","false","false","47.50256","19.05338","Fruccola Arany Janos Street","63","+36 1 430 6125","$$ - $$$","3271","1218","#967 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7993522-Reviews-Fruccola_Arany_Janos_Street-Budapest_Central_Hungary.html","http://fruccola.hu"
"Oktogon 1., Budapest 1066 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"911333","false","false","47.50524","19.062708","Burger King","61","+36 1 353 1258","$","3271","1467","#106 of 153 Quick Bites in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d911333-Reviews-Burger_King-Budapest_Central_Hungary.html",
"Szent Istvan korut 6., Budapest 1137 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,"info@primapek.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12861402","false","false","47.51285","19.049112","Prima Pek Szent Istvan Korut","24","+36 1 340 4446","$","3271","1212","#23 of 66 Bakeries in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12861402-Reviews-Prima_Pek_Szent_Istvan_Korut-Budapest_Central_Hungary.html","http://www.primapek.hu/index.php?publicPage=kapcsolat"
"Muzeum korut 27, Budapest 1053 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Brew Pub","Cafe","Fast Food","Wine Bar","Hungarian","European",,,,,,,,,"info@vinikli.hu","1440","600",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","540",,,,,"14088997","false","false","47.491608","19.061083","Vinikli","30","+36 70 559 0540","$$ - $$$","3271","1211","#961 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d14088997-Reviews-Vinikli-Budapest_Central_Hungary.html","https://www.facebook.com/vinikli/"
"Csorbai utca 3/c, Budapest 1119 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly",,,,,,,,,,,,,,,"1320","540",,,,,"1320","450",,,,,"1320","450",,,,,"1320","450",,,,,"1320","450",,,,,"1440","450",,,,,"1440","450",,,,,"1077449","false","false","47.45573","19.031885","Roxane Cafe & Grill","35","+36 20 934 2864","$$ - $$$","3271","1220","#969 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d1077449-Reviews-Roxane_Cafe_Grill-Budapest_Central_Hungary.html","http://www.roxanecafe.hu"
"Loevohaz utca 25., Budapest 1024 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly",,,,,,,,,,,,,,"info@wokbar.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10065875","false","false","47.51012","19.02464","Wok Bar","15","+36 70 396 5227","$$ - $$$","3271","1470","#1,173 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10065875-Reviews-Wok_Bar-Budapest_Central_Hungary.html","http://www.wokbar.hu"
"Allatkerti Utca, Budapest Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian",,,,,,,,,,,,,,"1080","600",,,,,,,,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"3572634","false","false","47.51684","19.07613","Cukraszda Patisserie","25",,"$$ - $$$","3271","1466","#174 of 324 Coffee & Tea in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d3572634-Reviews-Cukraszda_Patisserie-Budapest_Central_Hungary.html","http://www.gundel.hu/site/index.php?page=en/Gundel_Patisserie"
"Bartok Bela ut 41, Budapest 1114 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian","Eastern European",,,,,,,,,,,,"etterem@gulyaskantin.hu",,,,,,,"1020","660",,,,,"1020","660",,,,,"1020","660",,,,,"1020","660",,,,,"1020","660",,,,,"1020","660",,,,,"14040335","false","false","47.478657","19.04936","Gulyaskantin","20","+36 20 437 1600","$","3271","1213","#962 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d14040335-Reviews-Gulyaskantin-Budapest_Central_Hungary.html","http://gulyaskantin.hu"
"Nanasi ut 47-49 Nánási udvar, Budapest 1031 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9752659","false","false","47.57075","19.062439","Gombro'c","26","+36 20 455 5877","$$ - $$$","3271","1216","#965 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d9752659-Reviews-Gombro_c-Budapest_Central_Hungary.html","http://www.facebook.com/Gombroc"
"Jokai ter 6., Budapest 1061 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Healthy","Vegetarian Friendly",,,,,,,,,,,"info@shanghaihouse.rocks","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"13295507","false","false","47.505","19.061941","Shanghai House","69","+36 1 951 2065","$$ - $$$","3271","1112","#877 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d13295507-Reviews-Shanghai_House-Budapest_Central_Hungary.html","http://www.shanghaihouse.rocks"
"Nadori Utca 20, Budapest Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7183115","false","false","47.502346","19.048979","Demmers Teahouse","18",,"$$ - $$$","3271","1214","#963 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7183115-Reviews-Demmers_Teahouse-Budapest_Central_Hungary.html","http://www.demmers.hu"
"Bercsenyi utca 3., Budapest 1111 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9791620","false","false","47.478806","19.051174","Bercsenyi Restaurant","12","+36 1 209 2864","$","3271","1463","#1,169 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d9791620-Reviews-Bercsenyi_Restaurant-Budapest_Central_Hungary.html","http://www.bercsenyikisvendeglo.hu"
"Attila ut 27 Vár alatt a található a turista buszok megállóhelyétől a Dózsa György tértől 100 méterre., Budapest 1013 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian",,,,,,,,,,,,,,"1020","660",,,,,,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"3411806","false","false","47.49352","19.0398","Tabani Kakas","23","+36 1 200 3055","$$ - $$$","3271","1119","#884 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d3411806-Reviews-Tabani_Kakas-Budapest_Central_Hungary.html","http://tabanikakas.eatbu.com"
"Veres Palne Utca 33, Budapest 1053 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Asian","Thai","Korean","Vietnamese","Taiwanese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15325461","false","false","47.48873","19.05787","Nacha Bubble Tea","8","+36 30 382 8252","","3271","1468","#1,172 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d15325461-Reviews-Nacha_Bubble_Tea-Budapest_Central_Hungary.html","https://www.facebook.com/Nachabubbletea/"
"Szechenyi Istvan ter 7-8, Budapest 1051 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Thai","Fusion",,,,,,,,,,"kyotoetterem@kyotoetterem.hu","1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"790030","false","false","47.50058","19.04746","Kyoto Restaurant","159","+36 1 801 9862","$$ - $$$","3271","1116","#881 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d790030-Reviews-Kyoto_Restaurant-Budapest_Central_Hungary.html","http://www.kyotoetterem.hu"
"Alkotas utca 53., Budapest 1123 Hungary","Certificate of Excellence 2012","2012",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Vegetarian Friendly",,,,,,,,,,,,,"info@leroybistro.hu","1440","660",,,,,"1440","450",,,,,"1440","450",,,,,"1440","450",,,,,"1440","450",,,,,"1440","450",,,,,"1440","660",,,,,"795810","false","false","47.49033","19.023035","Leroy Bistro - MOM Park","149","+36 1 487 5418","$$ - $$$","3271","1217","#966 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d795810-Reviews-Leroy_Bistro_MOM_Park-Budapest_Central_Hungary.html","http://www.leroybistro.hu"
"Dob Utca 65., Budapest 1074 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Barbecue","European","Pub",,,,,,,,,,,"hello@scorebudapest.hu","1440","960",,,,,,,,,,,"1440","960",,,,,"1440","960",,,,,"1560","960",,,,,"1560","960",,,,,"1440","960",,,,,"17672702","false","false","47.501717","19.067019","SCORE! Sport Bar & Billiard","11","+36 20 380 6561","$","3271","1219","#968 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d17672702-Reviews-SCORE_Sport_Bar_Billiard-Budapest_Central_Hungary.html","http://www.facebook.com/scorebudapest"
"Erzsebet ter 12., Budapest 1051 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,"info@akvariumklub.hu","1500","900",,,,,"1500","900",,,,,"1800","900",,,,,"1800","900",,,,,"1800","900",,,,,"1800","900",,,,,"1500","900",,,,,"3932556","false","false","47.498367","19.054308","Akvarium Klub","191","+36 30 860 3368","$$ - $$$","3271","1115","#880 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d3932556-Reviews-Akvarium_Klub-Budapest_Central_Hungary.html","http://akvariumklub.hu/"
"Raday utca 1-3., Budapest 1096 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Barbecue","Grill","Pub","Gastropub","Street Food","Turkish","Eastern European",,,,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"12801909","false","false","47.488537","19.062233","Cevap Grill","15","+36 30 753 2692","$","3271","1464","#1,170 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12801909-Reviews-Cevap_Grill-Budapest_Central_Hungary.html","http://www.facebook.com/CEVAPGRILL/"
"Szent Istvan Korut 7., Budapest 1055 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","European","Hungarian",,,,,,,,,,,,"booking@europabisztro.hu","1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"19973674","false","false","47.51247","19.049934","Europa Bisztro","15","+36 30 194 0045","$$ - $$$","3271","1461","#1,167 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d19973674-Reviews-Europa_Bisztro-Budapest_Central_Hungary.html","http://europabisztro.hu"
"9. Hold utca, Budapest 1054 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"info@nemsutibisztro.com",,,,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"5414857","false","false","47.50447","19.05273","Nemsuti bisztro","31","+36 30 904 0186","$","3271","1465","#1,171 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d5414857-Reviews-Nemsuti_bisztro-Budapest_Central_Hungary.html","http://www.nemsutibisztro.com/"
"O utca 51, Budapest 1066 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Pub","Bar",,,,,,,,,,,,"info@vault51gamerbar.hu","1440","840",,,,,,,,,,,"1440","840",,,,,"1440","840",,,,,"1440","840",,,,,"1560","840",,,,,"1560","840",,,,,"12879684","false","false","47.50577","19.06067","Vault 51 Gamer Bar","18","+36 1 604 7466","$$ - $$$","3271","1113","#878 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12879684-Reviews-Vault_51_Gamer_Bar-Budapest_Central_Hungary.html","http://vault51gamerbar.hu"
"Hollan Erno utca 7, Budapest 1136 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7179445","false","false","47.51369","19.04989","Budapest Jazz Club","62","+36 1 798 7289","$$ - $$$","3271","1111","#876 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7179445-Reviews-Budapest_Jazz_Club-Budapest_Central_Hungary.html","http://www.bjc.hu/cafe/"
