"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"rue de la Servette 76 Close to town and International Organisations, Geneva 1202 Switzerland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly","Vegan Options",,,,,,,,"info@indian-curryhouse.com","1410","1080",,,,,"900","600","1410","1080",,,"900","600","1410","1080",,,"900","600","1410","1080",,,"900","600","1410","1080",,,"900","600","1410","1080",,,"1410","1080",,,,,"10835349","false","false","46.212273","6.132608","Indian Curry House","79","+41 22 525 44 22","$$ - $$$","1550","242","#231 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d10835349-Reviews-Indian_Curry_House-Geneva.html","http://www.indian-curryhouse.com/"
"route de Malagnou 6, Geneva 1208 Switzerland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Asian","Chinese","Vegetarian Friendly","Gluten Free Options",,,,,,,,"855","720","1320","1140",,,"855","720","1320","1140",,,"855","720","1320","1140",,,"855","720","1320","1140",,,"855","720","1320","1140",,,"855","720","1320","1140",,,"1320","1140",,,,,"802788","false","false","46.19836","6.1574","Chez Kei","101","+41 22 346 47 89","$$$$","1550","249","#238 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d802788-Reviews-Chez_Kei-Geneva.html","http://www.chezkei.ch"
"rue Francois-Versonnex 17, Geneva 1207 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"815157","false","false","46.202583","6.156304","Bon-Vin","92","+41 22 736 87 90","$$ - $$$","1550","474","#453 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d815157-Reviews-Bon_Vin-Geneva.html","http://www.cafebonvin.ch"
"rue des Noirettes 7, Geneva 1227 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,"870","690","1320","1110",,,"870","690","1320","1110",,,"870","690","1320","1110",,,"870","690","1320","1110",,,"870","690","1320","1110",,,,,,,,,"4498911","false","false","46.189987","6.136581","Bang Yai","54","+41 22 343 11 90","$$ - $$$","1550","251","#240 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4498911-Reviews-Bang_Yai-Geneva.html","http://www.resto-rang.ch/Bang-Yai-geneve-rtid2339.htm"
"quai du General-Guisan 34 Hotel Metropole Geneve, Geneva 1204 Switzerland","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","French","Italian","European","Vegetarian Friendly","Gluten Free Options",,,,,,"gusto@metropole.ch",,,,,,,"900","690",,,,,"900","690",,,,,"900","690",,,,,"900","690",,,,,"900","690",,,,,,,,,,,"8669518","false","false","46.203518","6.151822","Gusto","116","+41 22 318 34 63","$$$$","1550","247","#236 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d8669518-Reviews-Gusto-Geneva.html","http://www.metropole.ch/en/restaurants-bars/gusto"
"Place De-Grenus 6, Geneva 1201 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Japanese","Asian","Soups","International","Vegetarian Friendly","Vegan Options",,,,,"info@ukiyo-noodlebar.com","1320","720",,,,,"1320","720",,,,,"840","720","1320","1110",,,"840","720","1320","1110",,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"11858181","false","false","46.206734","6.143342","Ukiyo Grenus","212","+41 22 525 70 71","$$ - $$$","1550","66","#65 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d11858181-Reviews-Ukiyo_Grenus-Geneva.html","http://www.ukiyo-noodlebar.com/ramen-udon-restaurant-japonais"
"rue de Montchoisy 20, Geneva 1207 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Swiss","Bar","European","Vegetarian Friendly",,,,,,,"legobeletdargentrestaurant@gmail.com","1380","630",,,,,,,,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"9769565","false","false","46.20345","6.16095","Le Gobelet d'Argent","110","+41 22 736 06 06","$$ - $$$","1550","64","#63 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d9769565-Reviews-Le_Gobelet_d_Argent-Geneva.html","http://www.legobelet.ch"
"place des Bergues 3, Geneva 1201 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,,,"restaurant","French","European",,,,,,,,,"info@lebistrotdecharlotte.ch",,,,,,,"840","705","1320","1080",,,"840","705","1320","1080",,,"840","705","1320","1080",,,"840","705","1320","1080",,,"840","705","1320","1080",,,,,,,,,"1904439","false","false","46.206814","6.146008","Le Bistrot de Charlotte","350","+41 22 731 81 81","$$ - $$$","1550","65","#64 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1904439-Reviews-Le_Bistrot_de_Charlotte-Geneva.html","http://www.lebistrotdecharlotte.ch"
"rue de la Faucille 14, Geneva 1201 Switzerland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","French","European",,,,,,,,,,,,,,,,,,,,,,"870","720","1440","1140",,,"870","720","1440","1140",,,"870","720","1440","1140",,,"870","720","1440","1140",,,"1440","1140",,,,,"3162886","false","false","46.211407","6.139907","Le Lexique","111","+41 22 733 31 31","$$ - $$$","1550","243","#232 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3162886-Reviews-Le_Lexique-Geneva.html","http://www.lelexique.ch/"
"Rue Alfred Vincent 11, Geneva 1200 Switzerland","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Lebanese","Mediterranean","Middle Eastern","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,"1380","1080",,,,,"1380","1080",,,,,"1380","1080",,,,,"1380","1080",,,,,"1380","1080",,,,,"949659","false","false","46.21","6.148817","La caravane passe","127","+41 22 731 34 31","$$ - $$$","1550","297","#286 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d949659-Reviews-La_caravane_passe-Geneva.html","http://www.lacaravanepasse.ch"
"rue Liotard 4, Geneva 1202 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Sicilian","Southern-Italian","Vegetarian Friendly",,,,,,"info@spinella.ch",,,,,,,"60","0","900","600","1440","1020","60","0","900","600","1440","1020","60","0","900","600","1440","1020","120","0","900","600","1440","1020","120","0","900","600","1440","1020","120","0","1440","1020",,,"18930037","false","false","46.209415","6.134733","Spinella Restaurant & Bar","57","+41 22 503 41 86","$$ - $$$","1550","68","#67 of 1,611 Restaurants in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d18930037-Reviews-Spinella_Restaurant_Bar-Geneva.html","http://www.spinella.ch"
"rue Francois-Versonnex 17, Geneva 1207 Switzerland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","French","European","Wine Bar",,,,,,,,"info@aucoindubar.ch",,,,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","1080",,,,,"4059237","false","false","46.202778","6.156242","Au Coin du Bar","112","+41 22 786 38 19","$$ - $$$","1550","164","#158 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4059237-Reviews-Au_Coin_du_Bar-Geneva.html","http://www.aucoindubar.ch"
"rue de Chantepoulet 12, Geneva 1201 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Thai","Vegetarian Friendly","Vegan Options",,,,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"10268411","false","false","46.208324","6.143263","Foret de bambous","152","+41 22 525 78 28","$","1550","132","#127 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d10268411-Reviews-Foret_de_bambous-Geneva.html","http://laforetdebambous.ch"
"rue de Montbrillant 86, Geneva 1202 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Asian","Sushi","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"1350","1140",,,,,"776624","false","false","46.220085","6.141376","Sagano","137","+41 22 733 11 50","$$ - $$$","1550","399","#381 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d776624-Reviews-Sagano-Geneva.html","http://www.sagano.ch"
"avenue Pictet-de-Rochemont 7, Geneva 1207 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Lebanese","Mediterranean","Middle Eastern","Vegetarian Friendly","Vegan Options","Halal","Gluten Free Options",,,,"info@fouadtraiteur.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7975553","false","false","46.2022","6.157901","Chez Fouad","166","+41 22 700 99 76","$$ - $$$","1550","61","#60 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d7975553-Reviews-Chez_Fouad-Geneva.html","http://www.fouadtraiteur.ch"
"23 rue Henri Blanvalet, Geneva 1207 Switzerland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Moroccan",,,,,,,,,,"contact@kasbar-restaurant.com",,,,,,,,,,,,,"840","720","1440","1110",,,"840","720","1440","1110",,,"840","720","1440","1110",,,"840","720","1440","1110",,,"1440","1110",,,,,"15023582","false","false","46.203545","6.159185","Kasbar","58","+41 22 736 27 46","$$ - $$$","1550","394","#377 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d15023582-Reviews-Kasbar-Geneva.html","https://www.facebook.com/KasbarGeneva/"
"rue de Zurich 17, Geneva 1201 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Barbecue","Asian","Korean","Grill",,,,,,,,,,,,,,"1350","1110",,,,,"840","720","1350","1110",,,"840","720","1350","1110",,,"840","720","1380","1110",,,"840","720","1380","1110",,,"1380","1110",,,,,"3655822","false","false","46.21136","6.14756","Seoul","154","+41 22 732 46 05","$$ - $$$","1550","67","#66 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3655822-Reviews-Seoul-Geneva.html","http://www.seoulgeneva.com"
"route d' Avusy 16b, Geneva 1285 Switzerland","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","French","Swiss","European","Vegetarian Friendly",,,,,,,,"1440","540",,,,,"1350","540",,,,,,,,,,,,,,,,,"900","540","1440","1050",,,"900","540","1440","1050",,,"1440","540",,,,,"1044855","false","false","46.151146","5.994964","Cafe d'Avusy","89","+41 22 756 26 70","$$ - $$$","1550","69","#68 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1044855-Reviews-Cafe_d_Avusy-Geneva.html","http://www.restaurant-cafe-avusy-chez-casa.ch/"
"place de la Fusterie 5 Passage Malbuisson, Geneva 1204 Switzerland","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","French","Steakhouse","European",,,,,,,,"wbfusterie@arthurs.ch",,,,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"7361473","false","false","46.204052","6.146286","Wine & Beef Fusterie","127","+41 22 311 36 36","$$ - $$$","1550","442","#422 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d7361473-Reviews-Wine_Beef_Fusterie-Geneva.html","http://www.arthurs.ch/restaurants/wine-beef-fusterie/"
"rue du Prince 10 Next To The Apple Store, Geneva 1204 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"hello@strgourmet.com",,,,,,,"870","660",,,,,"870","660",,,,,"870","660",,,,,"870","660",,,,,"870","660",,,,,,,,,,,"7284302","false","false","46.202686","6.150978","Street Gourmet","97","+41 22 732 37 41","$$ - $$$","1550","314","#7 of 37 Quick Bites in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d7284302-Reviews-Street_Gourmet-Geneva.html","http://www.streetgourmet.ch/"
"rue des Eaux-Vives 3, Geneva 1207 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Contemporary","American","European","Vegetarian Friendly","Vegan Options",,,,,,"info@restaurantmarcel.ch","1140","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1140","600",,,,,"13153552","false","false","46.202824","6.156972","Marcel","133","+41 22 735 33 33","$$ - $$$","1550","293","#282 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d13153552-Reviews-Marcel-Geneva.html","https://www.restaurantmarcel.ch/"
"rue du Lac 3, Geneva 1207 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,"restaurant","Italian","Pizza","Mediterranean","European","Tuscan","Central-Italian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,"1425","690",,,,,"1425","690",,,,,"1425","690",,,,,"1425","690",,,,,"1425","690",,,,,"1425","690",,,,,"1425","690",,,,,"776629","false","false","46.204765","6.157125","Da Paolo","688","+41 22 736 30 49","$$ - $$$","1550","62","#61 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d776629-Reviews-Da_Paolo-Geneva.html","http://www.dapaolo.ch"
"rue de Neuchatel 37, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly","Vegan Options",,,,,,,,"info@gandhi.ch","1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"776626","false","false","46.211872","6.146307","Gandhi Cafe","172","+41 22 731 61 61","$$ - $$$","1550","480","#459 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d776626-Reviews-Gandhi_Cafe-Geneva.html","http://www.gandhi.ch"
"rue de Contamines 28, Geneva 1206 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","French","Vegetarian Friendly",,,,,,,,,,,,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","480",,,,,"7885610","false","false","46.195354","6.155397","Chez Peppino","19","+41 22 347 20 47","$","1550","839","#794 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d7885610-Reviews-Chez_Peppino-Geneva.html","http://www.chez-peppino.ch/"
"rue de la Terrassiere 22, Geneva 1207 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","International","Mediterranean","European","Vegetarian Friendly",,,,,,,,,,,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"4308072","false","false","46.200817","6.157317","La Conca d' Oro","93","+41 22 736 32 96","$$ - $$$","1550","169","#163 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4308072-Reviews-La_Conca_d_Oro-Geneva.html","http://laconcadoro.ch/"
"quai Turrettini 1, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Peruvian",,,,,,,,,,"contact@yakumanka.ch",,,,,,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"1320","1140",,,,,"16708460","false","false","46.205635","6.140955","Yakumanka","157","+41 22 909 00 00","$$ - $$$","1550","63","#62 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d16708460-Reviews-Yakumanka-Geneva.html","https://www.yakumanka.ch"
"route de Meyrin 375, Meyrin, Geneva 1217 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly","Vegan Options",,,,,,,,,"870","660","1380","1080",,,"870","660","1380","1080",,,"870","660","1380","1080",,,"870","660","1380","1080",,,"870","660","1380","1080",,,"870","660","1380","1080",,,"870","660","1380","1080",,,"4414653","false","false","46.232132","6.059788","Nirvana","133","+41 22 782 10 10","$$ - $$$","1550","438","#418 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1974645-d4414653-Reviews-Nirvana-Meyrin_Geneva.html","http://www.nirvana-geneve.ch"
"boulevard de Saint-Georges 46, Geneva 1205 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly",,,,,,,"colosseo.geneve@gmail.com",,,,,,,"870","690","1350","1080",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"3235904","false","false","46.201283","6.136015","Il Colosseo","88","+41 22 320 39 63","$$ - $$$","1550","168","#162 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3235904-Reviews-Il_Colosseo-Geneva.html","http://www.restaurants-geneve.ch/colosseo/colosseo.htm"
"quai du Mont-Blanc 19, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vegetarian Friendly",,,,,,,,"contact@louone.ch","855","720","1365","1170",,,"855","720","1365","1170",,,"855","720","1365","1170",,,"855","720","1365","1170",,,"855","720","1365","1170",,,"855","720","1365","1170",,,"855","720","1365","1170",,,"12438329","false","false","46.209766","6.150836","Lou One","279","+41 22 732 50 81","$$$$","1550","322","#309 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d12438329-Reviews-Lou_One-Geneva.html","http://www.louone.ch/"
"rue Adrien-Lachenal 6, Geneva 1207 Switzerland","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Vegan Options","Gluten Free Options","Vegetarian Friendly",,,,,,,"info@pizzaleggera.ch","855","705","1350","1110",,,"855","705","1350","1110",,,"855","705","1350","1110",,,"855","705","1350","1110",,,"855","705","1350","1110",,,"855","705","1350","1110",,,"870","705","1350","1110",,,"8467786","false","false","46.20075","6.155843","Pizza Leggera","161","+41 22 736 12 28","$$ - $$$","1550","295","#284 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d8467786-Reviews-Pizza_Leggera-Geneva.html","http://pizzaleggera.ch/rive/"
