"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"1 Queen Street, Edinburgh EH2 1JD Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Cafe","European","British","Soups","Scottish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"cafeportrait@heritageportfolio.co.uk","990","600",,,,,"990","600",,,,,"990","600",,,,,"990","600",,,,,"1110","600",,,,,"990","600",,,,,"990","600",,,,,"4695127","false","false","55.95552","-3.194156","Cafe Portrait","267","+44 131 624 6421","$$ - $$$","2181","187","#164 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d4695127-Reviews-Cafe_Portrait-Edinburgh_Scotland.html","http://www.heritageportfolio.co.uk/cafes/our-cafes/cafe-portrait/"
"7 Old Fishmarket Close, Edinburgh EH1 1AE Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1350","720",,,,,,,,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"5822067","false","false","55.949253","-3.18953","Wings","488","+44 131 629 1234","$","2181","411","#364 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d5822067-Reviews-Wings-Edinburgh_Scotland.html","https://www.facebook.com/wings.edinburgh/"
"40-41 Queensferry Street, Edinburgh EH2 4RA Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1380","540",,,,,"1380","540",,,,,"3608813","false","false","55.950672","-3.209157","Quattro Zero","542","+44 131 220 5622","$$ - $$$","2181","419","#371 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d3608813-Reviews-Quattro_Zero-Edinburgh_Scotland.html","http://quattro-zero.co.uk"
"2 Polwarth Crescent, Edinburgh EH11 1HW Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Cafe","British","Scottish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"info@piecebox.co.uk","1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1050","540",,,,,"2192708","false","false","55.93778","-3.216419","Piecebox","296","+44 131 629 6284","$$ - $$$","2181","412","#365 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d2192708-Reviews-Piecebox-Edinburgh_Scotland.html","http://www.piecebox.co.uk"
"13 Clifton Terrace Haymarket, Edinburgh EH12 5DR Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,"restaurant","Seafood","European","Italian","Mediterranean","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"enquiry@labruschetta.co.uk",,,,,,,,,,,,,"840","720","1320","1080",,,"840","720","1320","1080",,,"840","720","1320","1080",,,"840","720","1320","1080",,,"840","720","1320","1080",,,"733724","false","false","55.945812","-3.218775","La Bruschetta","297","+44 131 467 7464","$$ - $$$","2181","181","#159 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d733724-Reviews-La_Bruschetta-Edinburgh_Scotland.html","http://www.labruschetta.co.uk/"
"1 Antigua Street Top of Leith Walk, Edinburgh EH1 3NH Scotland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","Lebanese","Mediterranean","Middle Eastern","Persian","Vegetarian Friendly","Vegan Options","Halal","Gluten Free Options",,,,,,,"pomegranate-edinburgh@hotmail.com","1410","720",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","720",,,,,"1380","720",,,,,"3246679","false","false","55.957504","-3.185293","Pomegranate","1224","+44 131 556 8337","$$ - $$$","2181","416","#368 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d3246679-Reviews-Pomegranate-Edinburgh_Scotland.html","http://pomegranatesrestaurant.com"
"113 Buccleuch Street, Edinburgh EH8 9NG Scotland","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Korean","Vegetarian Friendly","Gluten Free Options","Vegan Options",,,,,,,,,,,,,,,,,,,,,"930","660","1260","990",,,"930","660","1260","990",,,"930","660","1260","990",,,"930","660","1260","990",,,"1260","660",,,,,"5567621","false","false","55.941875","-3.183847","Cafe andamiro","163","+44 131 667 0048","$","2181","486","#427 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d5567621-Reviews-Cafe_andamiro-Edinburgh_Scotland.html","http://cafe-andamiro.co.uk"
"85 South Bridge, Edinburgh EH1 1HN Scotland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Contemporary","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"info@monorestaurant.co.uk","1260","720",,,,,,,,,,,,,,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"14130835","false","false","55.948803","-3.186982","Mono Restaurant","396","+44 131 466 4726","$$$$","2181","35","#30 of 1,906 Restaurants in Edinburgh","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d14130835-Reviews-Mono_Restaurant-Edinburgh_Scotland.html","http://www.monorestaurant.co.uk"
"69 Canongate, Edinburgh EH8 8BS Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011","restaurant","Cafe","British","Scottish","Vegetarian Friendly","Vegan Options",,,,,,,,,,,"990","510",,,,,"990","510",,,,,"990","510",,,,,"990","510",,,,,"990","510",,,,,"990","510",,,,,"990","510",,,,,"1600472","false","false","55.95219","-3.177215","Clarinda's Tea Room","938","+44 131 557 1888","$$ - $$$","2181","189","#12 of 69 Dessert in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d1600472-Reviews-Clarinda_s_Tea_Room-Edinburgh_Scotland.html","http://clarindastearoom.co.uk/"
"9-13 Shandwick Place Rutland Court, Edinburgh EH2 4RG Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Italian","Pizza","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"1200","720",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","720",,,,,"8147147","false","false","55.950035","-3.208397","ASK Italian - Edinburgh","545","+44 131 241 1048","$$ - $$$","2181","390","#346 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d8147147-Reviews-ASK_Italian_Edinburgh-Edinburgh_Scotland.html","https://www.askitalian.co.uk"
"1 Waterloo Place, Edinburgh EH1 3BG Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013",,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1234312","false","false","55.953568","-3.188493","Martone","949",,"$$ - $$$","2181","384","#17 of 69 Dessert in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d1234312-Reviews-Martone-Edinburgh_Scotland.html","http://www.martone-edinburgh.co.uk/index.php"
"15 Main Street, Balerno, Edinburgh EH14 7EQ Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","British","Pub","Scottish","Vegetarian Friendly","Gluten Free Options",,,,,,,,,"hello@balernoinn.co.uk","1230","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"19450616","false","false","55.88377","-3.338488","The Balerno Inn Restaurant","74","+44 131 202 3220","$$ - $$$","2181","389","#345 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d19450616-Reviews-The_Balerno_Inn_Restaurant-Edinburgh_Scotland.html","http://www.balernoinn.co.uk/"
"1-2 North West Circus Place, Edinburgh EH3 6ST Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Cafe","British","Contemporary","Scottish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"hello@thepantryedinburgh.co.uk","960","540",,,,,"960","540",,,,,"960","540",,,,,"960","540",,,,,"960","540",,,,,"960","540",,,,,"960","540",,,,,"3708017","false","false","55.95711","-3.205691","The Pantry","419","+44 131 629 0206","$$ - $$$","2181","386","#342 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d3708017-Reviews-The_Pantry-Edinburgh_Scotland.html","http://www.thepantryedinburgh.co.uk"
"97-101 Dalry Road Haymarket, Edinburgh EH11 2AB Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011","restaurant","European","British","Scottish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"info@first-coast.co.uk",,,,,,,,,,,,,"840","720","1320","1020",,,"840","720","1320","1020",,,"840","720","1320","1020",,,"1320","720",,,,,"1320","720",,,,,"730807","false","false","55.943584","-3.219524","First Coast","1171","+44 131 313 4404","$$ - $$$","2181","37","#32 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d730807-Reviews-First_Coast-Edinburgh_Scotland.html","http://www.first-coast.co.uk/"
"34 St. Marys Street, Edinburgh EH1 1SX Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Indian","Asian","Balti","Bangladeshi","Vegetarian Friendly","Vegan Options","Halal","Gluten Free Options",,,,,,,"vinyasarestaurant@gmail.com","1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"3800355","false","false","55.94987","-3.183518","Vinyasa","1208","+44 131 556 6776","$$ - $$$","2181","43","#37 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d3800355-Reviews-Vinyasa-Edinburgh_Scotland.html","http://www.vinyasaedinburgh.co.uk"
"28 Parsons Green Terrace, Edinburgh EH8 7AF Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","British","Spanish","Scottish","Vegetarian Friendly","Vegan Options",,,,,,,,,"ian@babarista.co.uk",,,,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"960","480",,,,,"14056810","false","false","55.955162","-3.152433","Baba Rista","21","+44 7378 349389","$","2181","994","#81 of 214 Coffee & Tea in Edinburgh","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d14056810-Reviews-Baba_Rista-Edinburgh_Scotland.html","http://www.babarista.co.uk"
"81-83 Lothian Road, Edinburgh EH3 9AW Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","British","Pub","Gastropub","Scottish","Bar","Vegetarian Friendly","Gluten Free Options",,,,,,,,"edinburgh@thebeerkitchen.co.uk",,,,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,,,,,,,"8425127","false","false","55.946598","-3.205774","Innis & Gunn Beer Kitchen","843","+44 131 228 6392","$$ - $$$","2181","415","#367 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d8425127-Reviews-Innis_Gunn_Beer_Kitchen-Edinburgh_Scotland.html","http://www.innisandgunn.com/bars/edinburgh"
"186 Portobello High Street, Edinburgh EH15 1EX Scotland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","British","Cafe","Deli","Street Food","Vegetarian Friendly","Vegan Options",,,,,,,,,,"840","600",,,,,"900","540",,,,,"900","540",,,,,"900","540",,,,,"900","540",,,,,"900","540",,,,,"900","540",,,,,"13238913","false","false","55.952686","-3.113569","Bross Bagels","46","+44 131 629 4150","$$ - $$$","2181","998","#90 of 264 Quick Bites in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d13238913-Reviews-Bross_Bagels-Edinburgh_Scotland.html","http://www.brossbagels.com"
"1-5 West Register Street, Edinburgh EH2 2AA Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,"restaurant","Bar","British","Pub","Scottish","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1204010","false","false","55.953663","-3.190113","The Guildford Arms","834","+44 131 556 4312","$$ - $$$","2181","381","#339 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d1204010-Reviews-The_Guildford_Arms-Edinburgh_Scotland.html","http://guildfordarms.com/"
"Kinnells House 36-38 Victoria Street, Edinburgh EH1 2JW Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011","restaurant","French","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"maisonbleuevictoria@gmail.com","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1016834","false","false","55.948563","-3.194183","Maison Bleue","1552","+44 131 226 1900","$$ - $$$","2181","332","#295 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d1016834-Reviews-Maison_Bleue-Edinburgh_Scotland.html","http://www.maisonbleuerestaurant.com/"
"38 Mayfield Gardens, Edinburgh EH9 2BY Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Indian","Asian","Balti","Bangladeshi","Vegetarian Friendly","Vegan Options","Halal","Gluten Free Options",,,,,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"2064483","false","false","55.93153","-3.17206","Delhi Diner","343","+44 131 668 4964","$$ - $$$","2181","382","#340 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d2064483-Reviews-Delhi_Diner-Edinburgh_Scotland.html","https://www.facebook.com/delhidiner/"
"36 Queensferry Street, Edinburgh EH2 4QS Scotland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"admin@affogatogelato.co.uk","1080","720",,,,,,,,,,,,,,,,,,,,,,,"1080","0",,,,,"1080","720",,,,,"1080","720",,,,,"4270472","false","false","55.950756","-3.209447","Affogato","239","+44 131 225 1444","$","2181","414","#20 of 69 Dessert in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d4270472-Reviews-Affogato-Edinburgh_Scotland.html","https://www.facebook.com/affogatoedinburgh/"
"20 George Street, Edinburgh EH2 2PF Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,"restaurant","American","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"edinburgh_social@hardrock.com","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1440","720",,,,,"1440","720",,,,,"1947073","false","false","55.95366","-3.196379","Hard Rock Cafe","3293","+44 131 260 3000","$$ - $$$","2181","388","#344 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d1947073-Reviews-Hard_Rock_Cafe-Edinburgh_Scotland.html","https://www.hardrockcafe.com/location/edinburgh/#utm_source=rest_of_network&utm_medium=Yext&utm_campaign=Listings"
