"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Ul. Marszalkowska 84/92, Warsaw 00-514 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013",,,,,,,"restaurant","Cafe","European","Vegetarian Friendly","Vegan Options",,,,,,,"marszalkowska@greencoffee.pl","1320","420",,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,"1077629","false","false","52.22871","21.012615","Green Caffe Nero","453","+48 22 629 83 73","$$ - $$$","2961","131","#5 of 126 Coffee & Tea in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d1077629-Reviews-Green_Caffe_Nero-Warsaw_Mazovia_Province_Central_Poland.html","http://www.greencaffenero.pl/"
"ul. plac Konstytucji 1 Mdm, Warsaw 00-647 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly",,,,,,,,,"mdm@greencoffee.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9455599","false","false","52.246696","21.013594","Nero Green Cafe","126","+48 22 622 50 61","$$ - $$$","2961","132","#4 of 84 Dessert in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d9455599-Reviews-Nero_Green_Cafe-Warsaw_Mazovia_Province_Central_Poland.html","http://www.greencaffenero.pl/kawiarnie/"
"Przyokopowa 35, Warsaw 01-208 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Street Food",,,,,,,,,"mirai.spolka@gmail.com","1140","720",,,"1140","720",,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1140","720",,,"17609042","false","false","52.231773","20.98038","Okienko","54","+48 518 847 431","$","2961","137","#9 of 62 Quick Bites in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d17609042-Reviews-Okienko-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/Okienko-Muzeum-PW-903576059979738/"
"Nowolipki 15, Warsaw 00-901 Poland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Lebanese","Fast Food","Middle Eastern","Vegetarian Friendly","Vegan Options","Halal",,,,,,"1200","720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7618909","false","false","52.245167","20.992998","Falafel Bejrut Restaurant","105","+48 501 512 965","$","2961","387","#345 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d7618909-Reviews-Falafel_Bejrut_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/FalafelBejrutWarsaw/"
"ul. Stalowa 52, Warsaw 03-429 Poland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Fusion","European","Polish","Vegetarian Friendly",,,,,,,"artbistro@stalowa52.pl","1380","600","1320","630","1380","600","1320","720",,,"1380","600","1320","720",,,"1380","600","1320","720",,,"1380","600","1320","720",,,"1380","600","1320","720",,,"1380","600","1320","630","6463233","false","false","52.261616","21.044865","ArtBistro Stalowa52","107","+48 22 618 27 32","$$ - $$$","2961","381","#340 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d6463233-Reviews-ArtBistro_Stalowa52-Warsaw_Mazovia_Province_Central_Poland.html","http://www.stalowa52.pl/"
"Bulwar Jana Karskiego Barge on the Vistula, Warsaw 00-259 Poland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Grill","Central European",,,,,,"kontakt@barkawarszawska.pl","1440","720",,,,,,,,,"1350","840",,,,,"1350","840",,,,,"1350","840",,,,,"1350","840",,,,,"1440","720",,,"14200414","false","false","52.252243","21.015587","Barka Warszawska DZIEN i NOC","52","+48 667 607 605","$$ - $$$","2961","388","#346 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14200414-Reviews-Barka_Warszawska_DZIEN_i_NOC-Warsaw_Mazovia_Province_Central_Poland.html","http://barkawarszawska.pl"
"Zgoda 4, Warsaw 00-018 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly",,,,,,,"kontakt@so-an.waw.pl","1320","720",,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,"13356652","false","false","52.232655","21.014524","So-An Sushi Club","32","+48 721 900 500","$$ - $$$","2961","484","#425 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d13356652-Reviews-So_An_Sushi_Club-Warsaw_Mazovia_Province_Central_Poland.html","http://www.so-an.waw.pl"
"ul. Nowy Swiat 27, Warsaw 00-029 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"info@besuto.pl","1320","720",,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1440","720",,,,,"1440","720",,,"794970","false","false","52.232998","21.019459","Besuto Sushi Bar","187","+48 22 828 00 20","$$ - $$$","2961","390","#347 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d794970-Reviews-Besuto_Sushi_Bar-Warsaw_Mazovia_Province_Central_Poland.html","http://www.besuto.pl/"
"ul. Dluga 52 Arsenał, Warsaw 00-238 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,"rezerwacje@ukucharzy.pl","1440","720",,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,"19127032","false","false","52.245552","21.001036","U Kucharzy w Arsenale","24","+48 22 826 79 36","$$ - $$$","2961","490","#430 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d19127032-Reviews-U_Kucharzy_w_Arsenale-Warsaw_Mazovia_Province_Central_Poland.html","http://www.ukucharzy.pl"
"ul. Dobra 19, Warsaw 00-384 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Cafe","European","Contemporary","Vegetarian Friendly","Vegan Options",,,,,,,"1260","600",,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","600",,,"3581848","false","false","52.238037","21.028439","Crepe Cafe","116","+48 22 121 22 75","$","2961","135","#121 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d3581848-Reviews-Crepe_Cafe-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/CrepeCafeWarszawa"
"ul. Kolejowa 47, Warsaw 01-210 Poland","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Mediterranean","Vegetarian Friendly",,,,,,"marketing@bellanapoli.com.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7158666","false","false","52.22615","20.982786","Bella Napoli Pizza & Spaghetteria","80","+48 22 400 44 22","$$ - $$$","2961","486","#427 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d7158666-Reviews-Bella_Napoli_Pizza_Spaghetteria-Warsaw_Mazovia_Province_Central_Poland.html","http://bellanapoli.com.pl/"
"ul. Pulawska 27, Warsaw 02-508 Poland","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options",,,,,,,"info@basil-lime.pl","1200","780",,,"1200","750",,,,,"1200","750",,,,,"1200","750",,,,,"1200","750",,,,,"1200","750",,,,,"1230","780",,,"6903611","false","false","52.208878","21.021862","Basil & Lime","136","+48 22 126 19 43","$$ - $$$","2961","386","#344 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d6903611-Reviews-Basil_Lime-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/basillimepl/"
"Nowy Swiat 28, Warsaw 00-373 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish",,,,,,,,,,"warszawa@starapaczkarnia.pl","1140","600",,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","540",,,"12059562","false","false","52.232986","21.019835","Stara Paczkarnia","38","+48 782 909 606","$","2961","389","#4 of 34 Bakeries in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12059562-Reviews-Stara_Paczkarnia-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/StaraPaczkarniaWarszawa/"
"ul. aleja Niepodleglosci 80, Warsaw 02-626 Poland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Polish","Healthy","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"manager@restauracja-lif.pl","1260","600",,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,"8733346","false","false","52.19618","21.014164","Lif Restaurant","66","+48 22 898 01 55","$$ - $$$","2961","482","#423 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8733346-Reviews-Lif_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html","http://restauracja-lif.pl"
"Walbrzyska 11 LAND Shopping Mall, Warsaw 02-739 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,"cichykacikwarszawa@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12225614","false","false","52.17305","21.02498","Cichy Kacik","27","+48 533 351 341","$$ - $$$","2961","487","#428 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12225614-Reviews-Cichy_Kacik-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/pg/CichyKacikWarszawa/about/"
"Mokotowska 45, Warsaw Poland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Polish","Cafe","International",,,,,,,,,"1380","600",,,"1380","660",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,"2483872","false","false","52.223106","21.020172","Slodki...Slony","217","+48 22 622 49 34","$$ - $$$","2961","383","#16 of 84 Dessert in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d2483872-Reviews-Slodki_Slony-Warsaw_Mazovia_Province_Central_Poland.html","http://www.slodkislony.pl"
"Kanalowa 6, Warsaw 03-663 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Seafood","Mediterranean","Barbecue","Grill","European","Vegetarian Friendly",,,,,"biuro@balkanskadusza.eu","1320","720",,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,"10624911","false","false","52.28994","21.058538","Karczma Balkanska Dusza","132","+48 788 044 444","$$ - $$$","2961","140","#126 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d10624911-Reviews-Karczma_Balkanska_Dusza-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/karczmabalkanskadusza"
"Aleja Krakowska 240/242, Warsaw 02-219 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Mediterranean","Turkish","Greek","Grill","Halal","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,"info@maho.com.pl","1380","630",,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,"7307326","false","false","52.18916","20.957678","Maho Restaurant","564","+48 22 609 15 48","$$ - $$$","2961","134","#120 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d7307326-Reviews-Maho_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html","http://www.maho.com.pl/"
"Chmielna 9/5, Warsaw 00-021 Poland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"kontakt@nicecreamfactory.pl","1260","720",,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,"10470985","false","false","52.232956","21.017668","Nice cream Factory","76","+48 734 417 472","$","2961","391","#23 of 62 Quick Bites in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d10470985-Reviews-Nice_cream_Factory-Warsaw_Mazovia_Province_Central_Poland.html","http://www.nicecreamfactory.pl"
"ul. Wiolinowa 14, Warsaw 02-785 Poland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Polish","European","Eastern European","Central European","Vegan Options",,,,,,"gospoda@gospodapodmlynem.pl","1320","720",,,"1320","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,"3194213","false","false","52.161587","21.026936","Gospoda pod Mlynem","79","+48 22 855 07 01","$$ - $$$","2961","485","#426 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d3194213-Reviews-Gospoda_pod_Mlynem-Warsaw_Mazovia_Province_Central_Poland.html","http://www.gospodapodmlynem.pl/Gospoda_pod_Mlynem/Strona_gowna.html"
"ul. Kazimierza Gierdziejewskiego 7, Warsaw 02-495 Poland","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,"biuro@osteriapiemonte.pl","1320","720",,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","720",,,"7621252","false","false","52.20279","20.873531","Osteria Piemonte Restaurant","66","+48 22 188 42 78","$$ - $$$","2961","400","#354 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d7621252-Reviews-Osteria_Piemonte_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html","http://www.osteriapiemonte.pl/"
"ul. Burakowska 5, Warsaw 01-066 Poland","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2011","2011",,,,,,,,,"restaurant","European","Wine Bar","Vegetarian Friendly",,,,,,,,"wino@mielzynski.pl","1080","720",,,"1380","540","1380","660",,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","660",,,"800115","false","false","52.25405","20.978548","Mielzynski","265","+48 22 636 87 09","$$ - $$$","2961","398","#353 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d800115-Reviews-Mielzynski-Warsaw_Mazovia_Province_Central_Poland.html","http://www.mielzynski.pl/"
"Koszykowa 63, Warsaw Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly","Vegan Options",,,,,,"hk@ristorantesemolino.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11876615","false","false","52.222134","21.011343","Semolino","78","+48 22 221 81 88","$$ - $$$","2961","397","#352 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d11876615-Reviews-Semolino-Warsaw_Mazovia_Province_Central_Poland.html","http://ristorantesemolino.pl/"
"ul. Konstantego Ildefonsa Galczynskiego 7 00-001, Warsaw 00-362 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","Cafe","Vegetarian Friendly",,,,,,,,,"1320","600",,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","600",,,"2344108","false","false","52.234814","21.019543","Wrzenie Swiata","51","+48 22 828 49 98","$$ - $$$","2961","393","#24 of 62 Quick Bites in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d2344108-Reviews-Wrzenie_Swiata-Warsaw_Mazovia_Province_Central_Poland.html","http://www.instytutr.pl/cmsms/index.php?page=klub-ksiegarnia"
"Marszalkowska 62, Warsaw 00-545 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Chinese","Bar","Asian","Vegetarian Friendly",,,,,,,"kontakt@restauracjamao.pl","1320","720",,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1440","720",,,,,"1440","720",,,"13810217","false","false","52.22436","21.015278","Mao Chinese Restaurant","79","+48 796 262 629","$","2961","396","#351 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d13810217-Reviews-Mao_Chinese_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html","http://restauracjamao.pl/"
"ul. Nowogrodzka 12, Warsaw 00-511 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,"centrum@jabeerwocky.com","1440","900",,,"1440","840",,,,,"1440","840",,,,,"1500","840",,,,,"1500","840",,,,,"1560","840",,,,,"1560","840",,,"8114773","false","false","52.229645","21.01608","Jabeerwocky Craft Beer Pub","171","+48 22 254 31 07","$$ - $$$","2961","136","#122 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8114773-Reviews-Jabeerwocky_Craft_Beer_Pub-Warsaw_Mazovia_Province_Central_Poland.html","http://www.jabeerwocky.com/index.php/pl/nasze-bary/warszawa/centrum"
"ul. Poznanska 12, Warsaw 00-680 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Bar","Seafood","Mediterranean","European","Pub","Vegetarian Friendly",,,,,"biuro@krakenbar.com.pl","1440","720",,,"1680","720",,,,,"1680","720",,,,,"1680","720",,,,,"1680","720",,,,,"1680","720",,,,,"1680","720",,,"8098356","false","false","52.224586","21.012096","Kraken rum bar","164",,"$$ - $$$","2961","139","#125 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8098356-Reviews-Kraken_rum_bar-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/KrakenRumBar"
"ul. Koszykowa 1, Warsaw 00-564 Poland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly",,,,,,,,,,"pogromcymeatow@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10303079","false","false","52.220284","21.02389","Pogromcy Meatow","75","+48 505 703 508","$$ - $$$","2961","399","#25 of 62 Quick Bites in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d10303079-Reviews-Pogromcy_Meatow-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/Pogromcy-Meat%C3%B3w-105185273147868"
"Ul. Krucza 6/14, Warsaw 00-537 Poland","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly","Vegan Options",,,,,,,"1320","720",,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1380","720",,,,,"1380","720",,,"3741283","false","false","52.225555","21.01907","Trattoria Rucola","270","+48 22 465 18 36","$$ - $$$","2961","392","#348 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d3741283-Reviews-Trattoria_Rucola-Warsaw_Mazovia_Province_Central_Poland.html","http://www.trattoriarucola.pl/"
