"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","cuisine/14","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Jungmannova 750/34, Prague 110 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1425","540",,,,,,,,,,,"8802097","false","false","50.082684","14.422187","Kare Cafe","77","+420 777 449 977","$$ - $$$","5265","2268","#1,897 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d8802097-Reviews-Kare_Cafe-Prague_Bohemia.html","http://www.kare-cafe.cz/"
"Vysehradska 413/7, Prague 128 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Nepali",,,,,,,,,,,,,,"nepalhouse413@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20074740","false","false","50.068123","14.41698","Nepal House","4","+420 720 305 867","","5265","2560","#2,145 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d20074740-Reviews-Nepal_House-Prague_Bohemia.html","https://www.facebook.com/nepalhouse413/"
"U Sovovych Mlynu 1, Prague 110 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Seafood","Soups","Czech","Central European",,,,,,,,,,,"kampa@rybklub.cz","1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1092798","false","false","50.0828","14.408215","Rybarsky Klub","86","+420 257 534 200","$$ - $$$","5265","2555","#2,142 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d1092798-Reviews-Rybarsky_Klub-Prague_Bohemia.html","http://www.rybklub.cz"
"Havelska 25/500, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech","Central European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2558152","false","false","50.08513","14.42146","Vinny Bar Restaurant","15","+420 737 650 230","$$ - $$$","5265","2269","#1,898 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d2558152-Reviews-Vinny_Bar_Restaurant-Prague_Bohemia.html","http://www.uzavoje.cz"
"U Jezera, Prague 15500 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,"ujezera@bernardpub.cz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11918929","false","false","50.04691","14.324642","Bernard Pub U Jezera","34","+420 772 002 000","$$ - $$$","5265","2573","#2,158 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d11918929-Reviews-Bernard_Pub_U_Jezera-Prague_Bohemia.html","https://www.facebook.com/bernardpubujezera/"
"Liborova 14, Prague 169 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Indian",,,,,,,,,,,,,,,"kurkumafood@seznam.cz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13974684","false","false","50.08374","14.376354","KURKUMA Indian resturant","7","+420 778 504 241","$$ - $$$","5265","2568","#2,153 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d13974684-Reviews-KURKUMA_Indian_resturant-Prague_Bohemia.html","http://www.kurkumafoods.com/"
"Vodickova 32, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"711786","false","false","50.0712","14.40421","Pizzeria Coloseum","75","02-2421-4914","$$ - $$$","5265","2569","#2,154 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d711786-Reviews-Pizzeria_Coloseum-Prague_Bohemia.html","http://www.pizzacoloseum.cz"
"Komunardu 1001/30, Prague 170 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Czech","Central European","European",,,,,,,,,,,,,"restauracekorbel@seznam.cz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2333557","false","false","50.10321","14.44997","Restaurace Korbel","23","+420 222 986 095","","5265","2565","#2,150 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d2333557-Reviews-Restaurace_Korbel-Prague_Bohemia.html","http://www.restauracekorbel.cz"
"V Olsinach 82, Strasnice, Praha 10 Podchod U Metra Strasnicka, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10373774","false","false","50.0726","14.49249","Istanbul Sara Kebab","6",,"","5265","2570","#2,155 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d10373774-Reviews-Istanbul_Sara_Kebab-Prague_Bohemia.html",
"Michelska 87/812, Prague 141 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Czech","European",,,,,,,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"5048738","false","false","50.05095","14.45822","Krusovicka Restaurant Na Michelske","20","+420 241 480 611","$$ - $$$","5265","2564","#2,149 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d5048738-Reviews-Krusovicka_Restaurant_Na_Michelske-Prague_Bohemia.html","http://www.michelska.cz"
"Olstynska, 607/1, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"7246467","false","false","50.12796","14.420108","Pizza a cafe U Veverky","19","+420 222 765 080","$$ - $$$","5265","2571","#2,156 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7246467-Reviews-Pizza_a_cafe_U_Veverky-Prague_Bohemia.html","http://www.pizzacaffeuveverky.cz"
"Soukenicka 1085/4, Prague 110 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7908466","false","false","50.09107","14.42983","Saffran by Pasha","13","+420 721 246 874","","5265","2572","#2,157 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7908466-Reviews-Saffran_by_Pasha-Prague_Bohemia.html",
"Boticska 10, Prague 12000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","International","European","Czech",,,,,,,,,,,,"ottito@me.com",,,,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,,,,,,,"17676453","false","false","50.068645","14.420346","Square cafe","5","+420 605 481 823","$$ - $$$","5265","2566","#2,151 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d17676453-Reviews-Square_cafe-Prague_Bohemia.html","http://www.squarecafe.cz"
"Sokolovska 325/140, Prague 186 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Vietnamese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19043137","false","false","50.16247","14.74495","Pho14","4","+420 773 500 385","","5265","2567","#2,152 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d19043137-Reviews-Pho14-Prague_Bohemia.html",
"Anny Letenske 916/16, Prague 120 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","American",,,,,,,,,,,,,,"manesova@tomsburger.cz","1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"7805692","false","false","50.078335","14.43825","Tom's Burger","109","+420 727 897 925","$$ - $$$","5265","2580","#2,162 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7805692-Reviews-Tom_s_Burger-Prague_Bohemia.html","http://www.tomsburger.cz/"
"Charvatova 1988/3, Prague 110 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"info@orijin.cz",,,,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1020","660",,,,,"9709476","false","false","50.08172","14.42157","Orijin Tea","6","+420 604 926 823","$$ - $$$","5265","2575","#270 of 434 Coffee & Tea in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d9709476-Reviews-Orijin_Tea-Prague_Bohemia.html","http://orijin.cz"
"Vinohradska, 2828/151 Jičínská, Prague 130 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","French","Fast Food",,,,,,,,,,,,,,"bb_pha_flora@bb.cz","1320","540",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","540",,,,,"7060536","false","false","50.07981","14.43199","Bageterie Boulevard Flora","14","+420 725 726 014","$","5265","2579","#2,161 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7060536-Reviews-Bageterie_Boulevard_Flora-Prague_Bohemia.html","http://www.bb.cz/"
"U Trojskeho Zamku, 120/3, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Austrian","Czech","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7246439","false","false","50.11498","14.41164","Ocean","26","+420 233 551 551","$","5265","2583","#2,165 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7246439-Reviews-Ocean-Prague_Bohemia.html",
"Rohacova 1278/113 130 00, Praha 3-Žižkov, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,"1080","660",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1080","660",,,,,"1080","660",,,,,"1718196","false","false","50.08928","14.46631","Marmelada—coffeehouse and sweetshop in Prague.","9",,"","5265","2576","#271 of 434 Coffee & Tea in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d1718196-Reviews-Marmelada_coffeehouse_and_sweetshop_in_Prague-Prague_Bohemia.html","http://marmelada.eu"
"Ceskomoravska, 2420/15, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"7123891","false","false","50.10513","14.49197","Grycan Ice Cream Cafe","9","+420 736 490 934","","5265","2577","#153 of 212 Dessert in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7123891-Reviews-Grycan_Ice_Cream_Cafe-Prague_Bohemia.html","http://www.galerieharfa.cz/obchod/grycan-ice-cream-cafe"
"Hurska 189/14, Prague 196 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"6437529","false","false","50.18833","14.66482","Hradecek","12","+420 725 563 209","$$ - $$$","5265","2581","#2,163 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d6437529-Reviews-Hradecek-Prague_Bohemia.html","http://www.hradecek-praha.cz"
"Delnicka 32, Praha 7 Vnitroblock, Prague 170 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","American",,,,,,,,,,,,,,"dan@streetandfood.cz","1260","780",,,,,,,,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1380","720",,,,,"1380","780",,,,,"12982428","false","false","50.079205","14.441068","Booze & Food","7","+420 775 007 096","$","5265","2582","#2,164 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12982428-Reviews-Booze_Food-Prague_Bohemia.html","http://www.facebook.com/Booze-Food"
"U Rajske zahrady 16 roh Vlkova/U Rajské zahrady, Prague 13000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","Seafood","European","Grill","Central European","South American","Central American",,,,,,,,,"meatmebistro@gmail.com","1260","540",,,,,,,,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1320","540",,,,,"1320","540",,,,,"19246139","false","false","50.082756","14.444016","MEATme bistro & grill","11","+420 739 502 806","$$ - $$$","5265","2578","#2,160 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d19246139-Reviews-MEATme_bistro_grill-Prague_Bohemia.html","http://www.facebook.com/MEATmeBISTROandGRILL"
"Kodanska 53, Prague 10100 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,"prostekafe@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15128209","false","false","50.07105","14.45876","Proste kafe","5","+420 608 730 065","","5265","2574","#2,159 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d15128209-Reviews-Proste_kafe-Prague_Bohemia.html","https://www.facebook.com/dobre.kafe/"
"Podplukovnika Sochora 983/20, Prague 170 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6599322","false","false","50.09978","14.43527","Restaurant U St. Antonicka","14","+420 220 879 428","$","5265","2507","#2,100 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d6599322-Reviews-Restaurant_U_St_Antonicka-Prague_Bohemia.html",
"Vladislavova 1477/20, Prague 110 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4767545","false","false","50.08045","14.42109","Hotel Christie-Restaurace","11","+420 222 532 534","","5265","2509","#2,102 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d4767545-Reviews-Hotel_Christie_Restaurace-Prague_Bohemia.html","http://www.hotel-christie-praha-1-nove-mesto.az-ubytovani.net/accommodation.htm"
"Petrzilkova 15, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech","Central European",,,,,,,,,,,,,"info@gastronomrestaurant.cz","1380","720",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1500","660",,,,,"1500","720",,,,,"4768356","false","false","50.05086","14.345278","Gastronom Original Gambrinus restaurant","78","+420 602 141 629","$$ - $$$","5265","2505","#2,098 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d4768356-Reviews-Gastronom_Original_Gambrinus_restaurant-Prague_Bohemia.html","http://www.gastronomrestaurant.cz"
"Roztylska 232/19 OC Chodov Praha, Prague 148 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,"provozni@andiamo.cz","1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"13402050","false","false","50.030876","14.491048","Andiamo Ristorante","23","+420 775 977 100","$$ - $$$","5265","2512","#2,105 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d13402050-Reviews-Andiamo_Ristorante-Prague_Bohemia.html","http://www.andiamo.cz"
"Slavikova 1571/6, Prague 11000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,"info@cafe-krizovatka.cz","1320","840",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1380","1020",,,,,"1380","840",,,,,"6383551","false","false","50.08625","14.41774","TimeCafe Krizovatka","10","+420 777 007 424","","5265","2513","#2,106 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d6383551-Reviews-TimeCafe_Krizovatka-Prague_Bohemia.html","http://www.cafe-krizovatka.cz"
"Na Porici 1042/16, Prague 110 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14173581","false","false","50.08945","14.431723","Pizza Coloseum Na Porici","41","+420 222 314 531","$$ - $$$","5265","2592","#2,172 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d14173581-Reviews-Pizza_Coloseum_Na_Porici-Prague_Bohemia.html","http://pizzacoloseum.cz/na-porici/kontakt"
"Evropska 664/134, Prague 16000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,"info@cafejirasek.cz","1200","540",,,,,"1260","450",,,,,"1260","450",,,,,"1260","450",,,,,"1260","450",,,,,"1320","450",,,,,"1320","540",,,,,"14970277","false","false","50.098843","14.365408","Cafe Jirasek","5","+420 222 741 262","$$ - $$$","5265","2590","#272 of 434 Coffee & Tea in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d14970277-Reviews-Cafe_Jirasek-Prague_Bohemia.html","http://www.cafejirasek.cz"
"Zerotinova, 1220/31, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7123414","false","false","50.08746","14.46083","Aramis","10","+420 296 523 523","$$ - $$$","5265","2586","#2,168 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7123414-Reviews-Aramis-Prague_Bohemia.html","http://www.hotelaramis.cz"
"Vodickova, 707/37, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,"langhans@clovekvtisni.cz",,,,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"7123810","false","false","50.07827","14.42163","Langhans","8","+420 775 416 615","$$ - $$$","5265","2591","#273 of 434 Coffee & Tea in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7123810-Reviews-Langhans-Prague_Bohemia.html","http://www.clovekvtisni.cz/co-delame/centrum-langhans"
"Podplukovnika Sochora, 980/15, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1080","570",,,,,"1080","570",,,,,"1080","570",,,,,"1080","570",,,,,"960","540",,,,,"7124281","false","false","50.10013","14.43698","La Dolce Vita","7","+420 220 571 194","","5265","2589","#2,171 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7124281-Reviews-La_Dolce_Vita-Prague_Bohemia.html",
"Na belidle 527/40, Prague 150 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Czech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9877064","false","false","50.071613","14.404935","Odpocivadlo Restaurant","47","+420 257 326 908","$$ - $$$","5265","2585","#2,167 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d9877064-Reviews-Odpocivadlo_Restaurant-Prague_Bohemia.html","http://www.odpocivadlo.com/inpage/odpocivadlo/"
"Thamova 84/23 Praha 8, Prague 186 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,"peter.goriscak@ugo.sk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12640373","false","false","50.0938","14.45138","Ugo Salaterie","38",,"$","5265","2504","#2,097 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12640373-Reviews-Ugo_Salaterie-Prague_Bohemia.html","http://ugo.cz/"
"Vaclavske namesti 799/48, Prague 110 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Czech","Eastern European","Central European","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3638181","false","false","50.081","14.42773","Jizera","21","+420 222 210 431","$$ - $$$","5265","2588","#2,170 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d3638181-Reviews-Jizera-Prague_Bohemia.html",
"M. Horakove 1280/9, Prague 17000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15588939","false","false","50.099087","14.431488","Onigirazu","5",,"$","5265","2506","#2,099 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d15588939-Reviews-Onigirazu-Prague_Bohemia.html","http://www.facebook.com/onigirazu.cz"
"Ceskomoravska 2420/15A Libeň, Praha 9, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12982819","false","false","50.10129","14.50162","Satyam indicka kuchyne","14",,"","5265","2272","#1,901 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12982819-Reviews-Satyam_indicka_kuchyne-Prague_Bohemia.html",
"Pikovicka 869/2, Prague 147 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Czech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7687640","false","false","50.02904","14.40725","Nadrazni Restaurace Branik","13","+420 777 675 113","$","5265","2510","#2,103 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7687640-Reviews-Nadrazni_Restaurace_Branik-Prague_Bohemia.html","http://restauracebranik.cz"
"Letenska, 526/2, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Bar","Pub",,,,,,,,,,,,,"cafe.klarov@seznam.cz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7123796","false","false","50.090176","14.410073","Klarov","28","+420 607 657 216","$$ - $$$","5265","2587","#2,169 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7123796-Reviews-Klarov-Prague_Bohemia.html",
"Plzenska 344/1, Prague 150 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"paulandel@paul-cz.com","1320","420",,,,,"1320","390",,,,,"1320","390",,,,,"1320","390",,,,,"1320","390",,,,,"1320","390",,,,,"1320","420",,,,,"12926321","false","false","50.07011","14.37399","Paul","10","+420 739 542 153","","5265","2593","#274 of 434 Coffee & Tea in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12926321-Reviews-Paul-Prague_Bohemia.html","http://paul-cz.com"
